Sequence_ID,Frame,Pose,L_Shoulder_Angle,R_Shoulder_Angle,L_Elbow_Angle,R_Elbow_Angle,L_Hip_Angle,R_Hip_Angle,L_Knee_Angle,R_Knee_Angle
0955,28,Front/Back,128.13,140.78,151.65,157.03,156.48,132.52,134.05,148.78
0955,29,Front/Back,162.14,137.09,162.14,157.03,155.42,124.5,116.85,144.45
0955,30,Front/Back,160.63,121.95,160.63,150.29,152.52,116.11,112.0,144.45
0955,31,Front/Back,180.0,115.31,180.0,145.97,149.89,109.87,113.39,140.53
0955,32,Front/Back,138.02,124.63,130.23,155.29,138.94,111.79,122.81,142.44
0955,33,Front/Back,123.55,149.34,119.43,180.0,142.03,115.89,131.92,146.55
0955,34,Front/Back,118.25,163.74,116.39,180.0,151.07,152.09,134.05,155.09
0955,35,Front/Back,115.03,163.74,126.33,180.0,151.07,163.74,134.05,180.0
0955,36,Front/Back,134.95,175.82,158.48,180.0,156.48,175.82,137.63,180.0
0955,37,Front/Back,128.04,162.08,149.4,180.0,151.04,162.08,137.6,180.0
0955,38,Front/Back,140.81,158.64,141.19,180.0,153.62,158.64,139.48,180.0
0955,39,Front/Back,116.73,158.64,148.06,180.0,148.67,158.64,150.34,161.35
0955,40,Front/Back,124.47,155.67,144.8,180.0,147.06,155.67,137.83,157.0
0955,41,Front/Back,138.47,155.67,149.93,180.0,165.69,155.67,147.5,150.3
0955,42,Front/Back,152.99,150.42,145.24,180.0,168.86,150.42,141.43,144.35
0955,43,Front/Back,142.7,155.88,173.78,180.0,148.92,155.88,134.03,156.83
0956,1,Side,34.14,28.41,95.03,92.6,176.24,179.97,177.51,178.18
0956,2,Side,31.02,25.08,113.55,93.67,176.71,177.03,178.68,180.0
0956,3,Side,29.36,25.17,127.55,118.63,176.85,175.14,177.2,178.81
0956,4,Side,31.04,24.04,142.28,140.12,178.4,175.14,178.87,177.41
0956,5,Side,26.93,21.81,152.4,154.65,178.79,173.32,176.15,174.04
0956,6,Side,24.22,24.08,157.52,171.79,179.3,172.98,178.65,174.18
0956,7,Side,19.31,23.62,159.59,168.89,174.35,173.8,176.12,174.13
0956,8,Side,17.04,20.94,156.93,162.98,172.7,177.03,176.45,177.88
0956,9,Side,16.55,21.29,149.87,163.15,176.77,176.24,177.42,178.78
0956,10,Side,16.07,21.29,149.49,159.65,179.27,175.18,176.65,176.28
0956,11,Side,14.2,21.37,143.14,160.56,179.67,176.08,176.94,175.83
0956,12,Side,16.01,21.19,133.59,150.55,179.05,174.32,176.06,176.52
0956,13,Side,21.24,22.1,125.99,132.4,172.28,173.21,168.48,175.41
0956,14,Side,22.27,21.07,106.56,116.42,171.8,172.14,166.97,172.67
0956,15,Side,22.97,22.78,93.23,102.43,173.73,169.07,167.94,170.32
0956,16,Side,24.67,23.66,89.82,81.31,174.41,170.03,167.66,173.02
0956,17,Side,24.2,22.64,109.86,91.92,175.66,172.14,170.54,174.61
0956,18,Side,23.7,21.5,131.16,113.81,178.4,173.0,178.34,174.67
0956,19,Side,20.62,20.41,145.14,136.06,173.48,176.28,176.14,178.67
0956,20,Side,19.69,20.03,156.82,153.16,172.37,176.28,175.09,178.53
0956,21,Side,19.66,19.04,167.42,164.31,171.27,179.92,171.16,178.79
0956,22,Side,15.85,21.16,153.59,165.52,172.99,178.24,174.72,178.12
0956,23,Side,15.85,20.13,148.39,157.57,173.14,178.19,174.78,178.24
0956,24,Side,17.06,20.03,135.96,149.92,172.22,178.27,174.44,178.26
0956,25,Side,17.19,19.56,126.29,138.42,175.13,177.45,174.21,179.13
0956,26,Side,21.21,17.87,126.87,122.08,174.38,179.27,174.1,176.91
0956,27,Side,23.95,19.09,122.4,112.71,177.67,178.52,179.43,179.09
0956,28,Side,26.78,24.06,116.78,101.79,176.24,176.68,174.12,178.94
0956,29,Side,23.89,24.69,98.91,91.95,176.19,176.39,172.42,177.88
0956,30,Side,24.08,21.89,108.43,97.86,175.48,175.69,171.91,179.35
0956,31,Side,18.86,17.9,117.09,115.29,179.85,178.41,179.47,178.45
0956,32,Side,18.69,15.45,136.31,133.49,179.64,179.91,179.53,177.54
0956,33,Side,17.58,15.44,151.05,152.86,178.64,178.97,178.01,178.21
0956,34,Side,14.32,16.74,142.99,150.12,175.06,179.77,177.18,179.62
0956,35,Side,14.61,17.14,153.43,153.54,172.3,178.75,174.87,177.14
0956,36,Side,12.68,18.54,154.02,162.83,168.87,179.47,173.27,177.12
0956,37,Side,13.79,19.35,150.86,152.95,172.94,176.04,178.78,176.29
0956,38,Side,15.17,20.04,143.04,144.84,172.93,177.93,178.78,180.0
0956,39,Side,20.97,20.5,135.28,127.72,178.76,176.98,174.9,179.05
0956,40,Side,22.62,20.28,123.18,113.53,176.9,176.25,172.11,179.25
0956,41,Side,20.8,19.36,100.14,98.17,176.43,175.29,173.38,179.59
0956,42,Side,24.92,23.52,101.4,92.46,174.28,173.17,171.34,179.79
0957,1,Side,27.97,25.65,84.74,72.67,169.37,173.88,169.8,176.01
0957,2,Side,23.06,24.63,141.47,94.36,172.35,172.72,168.21,175.91
0957,3,Side,20.9,21.66,157.75,109.79,173.54,174.05,164.05,171.63
0957,4,Side,12.65,19.22,139.11,119.86,174.47,171.24,165.69,170.21
0957,5,Side,12.47,15.66,145.62,128.09,179.08,169.56,168.09,169.96
0957,6,Side,7.7,14.02,140.72,138.67,175.97,177.01,178.91,174.56
0957,7,Side,9.64,16.25,134.78,138.3,179.01,172.59,179.93,173.64
0957,8,Side,9.23,16.55,128.83,134.69,177.18,172.56,178.97,174.79
0957,9,Side,10.3,13.15,124.53,123.48,177.14,175.8,179.05,179.1
0957,10,Side,9.76,15.74,114.01,111.43,175.27,177.5,179.77,175.78
0957,11,Side,8.32,16.11,104.36,105.69,174.14,177.5,178.42,175.6
0957,12,Side,6.91,14.9,112.09,108.65,167.47,179.0,175.77,174.99
0957,13,Side,7.89,13.49,109.84,112.55,168.92,179.98,176.91,175.68
0957,14,Side,13.9,14.65,115.14,112.26,169.38,179.32,175.45,179.53
0957,15,Side,15.75,18.87,118.74,114.13,169.65,173.18,176.06,179.95
0957,16,Side,19.06,19.79,118.66,110.73,176.95,173.35,177.78,177.66
0957,17,Side,18.21,18.49,133.92,124.14,175.66,173.85,176.31,177.51
0957,18,Side,14.44,16.5,138.27,121.87,175.58,174.81,176.18,176.1
0957,19,Side,9.08,16.83,132.56,128.2,170.13,173.74,172.01,172.93
0957,20,Side,9.4,16.81,135.0,128.9,171.1,173.41,170.54,171.68
0957,21,Side,9.79,15.1,138.5,124.26,169.18,179.05,169.52,177.34
0957,22,Side,13.37,15.65,129.93,117.61,175.62,179.86,170.87,176.97
0957,23,Side,14.92,15.85,117.03,109.84,174.77,176.5,172.34,176.96
0957,24,Side,12.22,14.25,92.13,105.49,176.37,177.58,172.34,177.76
0957,25,Side,15.77,12.87,86.14,88.13,176.41,176.85,172.38,177.94
0957,26,Side,14.17,13.66,72.78,84.45,174.38,178.32,171.28,179.3
0957,27,Side,14.81,14.28,87.27,103.19,170.13,177.81,168.16,177.68
0957,28,Side,16.72,14.58,115.55,116.99,175.78,176.1,171.2,178.93
0957,29,Side,16.26,14.41,128.1,120.46,175.78,175.85,171.33,178.5
0957,30,Side,15.91,11.97,139.5,122.57,178.89,172.91,172.47,175.44
0957,31,Side,14.04,13.36,145.11,118.56,178.33,172.84,173.52,174.13
0957,32,Side,13.88,15.27,138.46,116.57,179.63,173.95,173.67,174.14
0957,33,Side,13.2,14.41,124.74,123.44,179.49,174.81,175.85,174.69
0957,34,Side,12.61,13.54,125.02,118.5,178.59,177.79,174.84,179.63
0957,35,Side,12.95,14.48,126.99,106.72,175.44,177.62,174.47,179.88
0957,36,Side,10.65,13.81,103.54,101.73,174.92,174.56,173.99,176.25
0957,37,Side,12.89,13.72,101.98,102.25,175.0,180.0,174.09,176.33
0957,38,Side,11.84,13.13,102.72,85.13,170.53,178.54,172.75,173.77
0958,1,Front/Back,117.57,150.64,120.35,138.52,145.37,137.89,138.26,111.6
0958,2,Front/Back,111.02,165.25,120.56,167.88,140.55,137.01,139.78,125.48
0958,3,Front/Back,113.7,175.25,125.46,180.0,138.33,147.39,139.62,125.86
0958,4,Front/Back,127.19,165.64,144.38,180.0,136.19,143.99,141.3,134.9
0958,5,Front/Back,140.63,170.28,163.4,180.0,140.63,152.3,141.3,130.69
0958,6,Front/Back,139.5,165.91,179.99,180.0,139.5,153.05,141.3,146.78
0958,7,Front/Back,140.63,160.04,163.4,179.99,140.63,147.18,141.3,146.78
0958,8,Front/Back,141.79,165.64,147.08,180.0,141.79,152.07,141.3,146.03
0958,9,Front/Back,144.12,152.3,150.6,169.67,144.12,149.05,145.12,149.79
0958,10,Front/Back,144.12,133.7,140.38,150.84,144.12,149.99,143.16,150.5
0958,11,Front/Back,130.22,135.11,132.01,149.2,145.37,149.03,147.17,151.4
0958,12,Front/Back,134.11,160.54,134.61,160.54,146.66,160.34,147.17,160.33
0958,13,Front/Back,109.14,155.3,146.25,155.3,142.89,160.34,149.34,136.75
0958,14,Front/Back,139.85,180.0,158.1,157.45,161.75,151.77,145.12,128.18
0958,15,Front/Back,100.89,180.0,136.74,169.17,144.15,155.69,145.12,155.69
0958,16,Front/Back,101.9,148.02,137.76,148.02,144.15,160.34,143.16,160.34
0958,17,Front/Back,107.93,153.53,142.48,153.53,145.45,159.89,147.17,159.89
0958,18,Front/Back,143.82,163.89,172.92,172.39,150.9,148.63,149.47,157.13
0958,19,Front/Back,145.4,161.11,161.96,180.0,145.4,143.27,145.24,151.42
0958,20,Front/Back,148.1,163.46,159.02,180.0,148.1,142.95,141.41,148.76
0958,21,Front/Back,159.73,150.39,159.35,164.98,159.73,134.28,145.12,138.75
0958,22,Front/Back,145.37,160.5,156.58,180.0,145.37,146.31,145.12,154.61
0958,23,Front/Back,145.4,163.13,150.52,180.0,145.4,148.41,147.09,154.08
0958,24,Front/Back,148.05,166.64,150.52,180.0,148.05,156.62,160.25,169.98
0958,25,Front/Back,164.18,170.28,180.0,165.44,164.18,160.26,168.83,169.97
0958,26,Front/Back,179.98,179.98,179.98,179.98,179.98,179.98,179.98,179.98
0958,27,Front/Back,102.71,171.5,134.61,165.44,148.1,160.75,180.0,169.24
0958,28,Front/Back,101.95,167.09,137.76,165.44,144.2,156.34,151.67,169.24
0958,29,Front/Back,105.33,163.46,141.18,180.0,144.15,158.14,154.18,148.31
0958,30,Front/Back,127.25,160.78,159.24,180.0,148.01,155.47,154.33,148.31
0958,31,Front/Back,133.59,155.42,166.89,180.0,146.7,149.09,154.33,150.12
0958,32,Front/Back,126.84,153.51,157.34,180.0,149.5,147.18,157.1,153.31
0958,33,Front/Back,152.43,180.0,176.43,180.0,152.43,151.65,154.33,128.07
0958,34,Front/Back,141.79,150.24,176.43,164.11,141.79,150.24,152.0,153.59
0958,35,Front/Back,145.37,151.82,143.98,161.29,145.37,151.82,157.33,156.42
0958,36,Front/Back,118.88,153.61,117.96,154.83,139.42,153.61,157.1,159.6
0958,37,Front/Back,141.85,147.22,156.88,153.02,141.85,153.61,152.0,153.59
0958,38,Front/Back,129.93,132.55,166.89,144.21,143.04,146.5,147.3,143.33
0958,39,Front/Back,122.73,130.44,157.27,148.58,145.45,142.25,143.28,168.62
0958,40,Front/Back,109.16,159.75,143.78,162.28,145.37,144.57,151.67,148.22
0959,1,Side,4.73,,119.17,119.17,171.53,,143.92,
0959,2,Side,0.81,,130.1,130.1,173.21,,149.88,
0959,3,Side,0.8,,138.18,138.18,174.31,,153.86,
0959,4,Side,4.37,,142.73,142.73,176.98,,158.59,
0959,5,Side,6.32,,146.17,146.17,178.31,,162.83,
0959,6,Side,7.22,,149.38,149.38,178.65,,161.88,
0959,7,Side,14.62,,139.61,139.61,178.57,,165.48,
0959,8,Side,7.85,,136.93,136.93,177.14,,165.83,
0959,9,Side,8.94,,128.99,128.99,179.37,,170.97,
0959,10,Side,11.12,,122.85,122.85,174.03,,158.83,
0959,11,Side,11.21,,119.8,119.8,177.18,,169.32,
0959,12,Side,11.25,,110.61,110.61,178.21,,173.76,
0959,13,Side,7.27,,114.97,114.97,179.48,,170.21,
0959,14,Side,7.7,,124.51,124.51,174.84,,162.16,
0959,15,Side,7.85,,128.88,128.88,168.44,,145.41,
0959,16,Side,6.45,,135.81,135.81,174.12,,151.32,
0959,17,Side,12.88,,132.53,132.53,170.01,,149.15,
0959,18,Side,12.06,,136.85,136.85,172.52,,153.61,
0959,19,Side,14.59,,134.46,134.46,170.48,,149.84,
0959,20,Side,10.54,,143.35,143.35,174.3,,153.09,
0959,21,Side,8.26,,147.99,147.99,178.05,,158.92,
0959,22,Side,10.9,,142.13,142.13,176.7,,158.18,
0959,23,Side,14.04,,131.46,131.46,174.07,,152.91,
0959,24,Side,11.43,,119.54,119.54,174.92,,154.64,
0959,25,Side,9.73,,117.87,117.87,174.66,,155.24,
0959,26,Side,12.87,,115.23,115.23,175.93,,159.33,
0959,27,Side,13.02,,108.98,108.98,171.99,,152.18,
0959,28,Side,12.65,,117.18,117.18,172.22,,150.87,
0959,29,Side,11.95,,124.07,124.07,173.45,,153.31,
0959,30,Side,12.38,,127.85,127.85,179.37,,160.92,
0959,31,Side,11.63,,133.51,133.51,178.61,,162.51,
0959,32,Side,11.75,,137.31,137.31,173.54,,154.79,
0959,33,Side,12.76,,134.46,134.46,175.48,,157.25,
0959,34,Side,14.36,,135.23,135.23,178.75,,158.31,
0959,35,Side,14.13,,130.47,130.47,177.42,,154.9,
0959,36,Side,14.41,,122.81,122.81,175.4,,155.45,
0959,37,Side,13.51,,119.67,119.67,177.59,,154.01,
0959,38,Side,12.39,,112.96,112.96,179.7,,156.77,
0959,39,Side,10.12,,114.7,114.7,168.11,,145.06,
0959,40,Side,11.31,,108.67,108.67,168.41,,140.34,
0960,1,Front/Back,152.23,157.18,136.26,86.47,144.23,139.53,148.99,139.53
0960,2,Front/Back,148.97,154.31,122.63,82.95,145.72,143.56,148.19,143.56
0960,3,Front/Back,139.89,144.23,123.83,74.45,155.06,145.71,175.68,145.7
0960,4,Front/Back,153.52,166.11,139.46,166.11,165.49,150.42,175.68,135.17
0960,5,Front/Back,166.25,164.06,166.25,164.06,175.69,143.56,175.68,143.56
0960,6,Front/Back,179.98,179.98,179.97,179.98,179.98,179.98,179.98,179.98
0960,7,Front/Back,165.55,172.03,155.74,157.03,165.55,150.42,169.54,139.65
0960,8,Front/Back,169.8,180.0,150.26,166.15,169.8,143.56,144.92,122.51
0960,9,Front/Back,177.6,180.0,180.0,170.28,177.6,139.53,143.45,121.48
0960,10,Front/Back,180.0,180.0,139.34,176.26,180.0,135.83,143.45,114.21
0960,11,Front/Back,165.35,180.0,126.41,166.96,165.35,130.69,144.8,121.03
0960,12,Front/Back,147.16,144.32,129.82,70.91,147.16,130.69,140.55,116.23
0960,13,Front/Back,131.77,144.46,121.97,74.68,145.52,132.36,139.29,117.89
0960,14,Front/Back,133.41,147.16,136.51,78.2,147.16,137.64,140.76,123.18
0960,15,Front/Back,156.93,149.53,167.97,81.66,156.93,139.53,154.52,125.06
0960,16,Front/Back,157.06,154.56,179.99,87.31,157.07,143.56,157.07,129.09
0960,17,Front/Back,157.24,161.21,179.99,93.09,157.25,143.56,154.74,124.86
0960,18,Front/Back,141.2,157.37,151.7,89.1,157.47,139.55,152.39,124.31
0960,19,Front/Back,162.79,180.0,136.49,107.43,162.79,137.67,152.39,118.98
0960,20,Front/Back,166.16,180.0,131.22,102.8,166.16,134.09,142.06,118.85
0960,21,Front/Back,152.95,165.58,127.98,89.13,152.95,130.72,136.28,112.03
0960,22,Front/Back,147.35,161.21,127.34,84.91,147.35,129.18,161.62,118.42
0960,23,Front/Back,117.14,154.56,99.85,79.1,129.33,134.07,154.34,134.07
0960,24,Front/Back,124.3,157.65,103.79,81.35,127.15,132.36,159.8,132.36
0960,25,Front/Back,159.18,154.56,137.93,78.26,134.71,130.69,155.53,130.69
0960,26,Front/Back,160.66,180.0,140.69,102.1,141.06,130.72,151.86,130.72
0960,27,Front/Back,130.1,180.0,150.97,105.72,153.15,129.1,177.14,129.1
0960,28,Front/Back,137.09,180.0,151.74,105.0,159.04,130.72,155.71,130.72
0960,29,Front/Back,151.21,180.0,145.56,105.78,154.43,129.1,144.29,129.1
0960,30,Front/Back,177.6,180.0,153.25,105.14,157.18,132.38,138.96,132.38
0960,31,Front/Back,169.31,180.0,130.45,105.98,148.9,130.72,138.96,130.72
0960,32,Front/Back,177.6,157.37,127.98,79.48,152.94,125.96,144.53,125.96
0960,33,Front/Back,107.59,151.56,97.67,75.89,141.15,132.36,177.3,121.59
0961,1,Side,4.84,,91.22,91.22,174.85,,154.87,
0961,2,Side,4.87,,107.69,107.69,172.99,,151.75,
0961,3,Side,4.05,,133.64,133.64,176.24,,158.94,
0961,4,Side,3.26,,147.1,147.1,175.14,,160.44,
0961,5,Side,0.9,,156.5,156.5,174.24,,162.04,
0961,6,Side,0.83,,164.49,164.49,173.91,,163.18,
0961,7,Side,0.0,,156.5,156.5,172.28,,162.07,
0961,8,Side,0.0,,147.09,147.09,171.18,,159.64,
0961,9,Side,1.4,,131.11,131.11,170.38,,157.21,
0961,10,Side,5.51,,124.24,124.24,176.54,,156.87,
0961,11,Side,5.15,,102.39,102.39,173.63,,151.74,
0961,12,Side,5.51,,115.26,115.26,175.53,,150.29,
0961,13,Side,5.48,,135.64,135.64,175.47,,150.77,
0961,14,Side,6.33,,142.38,142.38,179.06,,157.27,
0961,15,Side,5.71,,149.04,149.04,177.47,,163.91,
0961,16,Side,6.11,,159.18,159.18,173.52,,167.17,
0961,17,Side,5.71,,156.8,156.8,177.79,,164.98,
0961,18,Side,4.9,,150.64,150.64,178.4,,165.39,
0961,19,Side,6.4,,144.88,144.88,178.27,,165.23,
0961,20,Side,5.54,,143.91,143.91,178.76,,161.7,
0961,21,Side,5.54,,125.47,125.47,178.65,,161.34,
0961,22,Side,2.36,,126.73,126.73,170.7,,153.66,
0961,23,Side,2.41,,138.29,138.29,169.28,,149.11,
0961,24,Side,3.47,,147.09,147.09,173.52,,150.4,
0961,25,Side,5.1,,141.66,141.66,173.85,,150.56,
0961,26,Side,3.37,,153.43,153.43,179.16,,157.99,
0961,27,Side,4.61,,151.39,151.39,176.8,,157.86,
0961,28,Side,1.8,,158.35,158.35,178.09,,157.54,
0961,29,Side,1.93,,157.13,157.13,178.91,,159.84,
0961,30,Side,1.1,,124.26,124.26,178.77,,159.71,
0961,31,Side,1.45,,108.03,108.03,176.53,,154.97,
0961,32,Side,1.62,,94.09,94.09,175.89,,152.15,
0961,33,Side,2.62,,94.64,94.64,175.74,,146.68,
0962,1,Side,48.88,13.23,159.31,78.29,170.16,172.48,158.99,162.0
0962,2,Side,37.71,17.2,155.61,160.52,148.07,177.67,156.91,161.8
0962,3,Side,39.61,17.05,151.44,169.99,146.17,178.57,163.59,165.08
0962,4,Side,39.96,19.13,153.06,178.25,142.44,178.93,165.46,163.35
0962,5,Side,40.55,20.97,152.93,178.62,136.32,179.12,165.06,159.96
0962,6,Side,27.17,10.54,160.22,167.33,170.96,166.38,160.36,156.72
0962,7,Side,26.72,8.3,163.11,172.14,171.49,165.57,156.66,154.19
0962,8,Side,28.17,9.33,169.05,162.75,172.73,161.72,150.53,146.56
0962,9,Side,28.72,9.08,174.81,165.65,173.41,161.17,149.97,144.93
0962,10,Side,25.77,6.88,174.48,169.19,173.42,161.26,153.13,146.85
0962,11,Side,41.64,27.61,138.55,166.28,140.88,171.5,155.88,148.15
0962,12,Side,54.77,21.13,148.98,177.94,159.11,167.32,157.26,146.88
0962,13,Side,54.96,20.95,155.7,177.18,160.34,175.07,159.84,154.16
0962,14,Side,54.76,19.06,158.23,177.49,160.61,175.71,160.52,156.48
0962,15,Side,53.13,16.68,150.88,73.5,156.53,175.22,156.21,155.92
0962,16,Side,46.43,14.85,148.94,76.37,158.33,173.91,152.01,156.83
0962,17,Side,40.15,18.12,161.9,74.81,145.43,175.1,161.8,159.99
0962,18,Side,42.3,19.13,149.2,158.93,142.55,175.28,164.59,160.9
0962,19,Side,41.35,21.25,148.12,171.16,138.66,175.6,168.75,161.17
0962,20,Side,41.1,22.74,151.09,173.79,134.75,176.1,168.13,160.26
0962,21,Side,27.74,8.65,162.12,176.4,164.27,163.32,168.62,153.42
0962,22,Side,25.84,7.4,159.81,173.23,167.03,164.18,162.11,152.41
0962,23,Side,26.13,6.89,162.71,170.26,169.1,163.9,157.49,151.42
0962,24,Side,26.24,6.8,166.61,170.1,170.76,163.53,155.96,151.57
0962,25,Side,26.16,7.07,168.59,170.6,171.47,163.62,156.3,153.24
0962,26,Side,43.99,24.46,138.91,170.39,138.43,170.84,160.63,153.51
0962,27,Side,44.95,24.62,141.63,178.57,139.99,173.71,159.59,154.45
0962,28,Side,45.88,22.44,147.79,175.1,143.22,174.26,161.36,158.58
0962,29,Side,45.31,18.08,158.01,68.33,145.83,169.66,159.92,152.43
0962,30,Side,42.97,16.59,163.55,71.89,146.59,171.69,159.51,154.49
0962,31,Side,49.21,17.22,170.74,73.28,161.25,173.57,152.92,155.29
0962,32,Side,42.6,16.95,150.65,79.04,145.9,175.04,160.82,159.87
0962,33,Side,43.94,17.8,143.59,80.21,144.56,174.42,163.77,159.19
0962,34,Side,39.91,17.05,146.48,175.23,141.7,178.84,164.55,162.86
0962,35,Side,44.31,19.74,148.81,171.08,140.07,175.43,170.31,164.14
0962,36,Side,26.08,8.11,163.51,177.4,166.51,166.68,166.63,158.91
0962,37,Side,27.38,7.67,157.96,175.01,167.43,163.29,159.88,152.21
0962,38,Side,29.66,8.65,160.51,170.53,167.93,160.35,156.23,146.13
0962,39,Side,26.44,6.33,161.33,169.39,170.33,162.35,152.5,148.47
0962,40,Side,26.24,6.44,166.91,171.47,170.16,161.08,153.78,148.31
0962,41,Side,26.2,6.6,172.71,171.97,170.13,159.94,155.62,146.99
0962,42,Side,26.58,7.12,169.58,176.17,169.9,162.4,157.93,149.55
0962,43,Side,28.45,7.81,167.16,165.91,167.24,159.63,160.51,147.67
0962,44,Side,29.2,8.43,166.84,169.39,166.83,160.73,164.11,149.67
0962,45,Side,50.22,15.86,166.99,179.72,157.24,171.99,157.32,159.44
0962,46,Side,51.53,16.19,145.7,69.85,158.48,173.74,157.58,159.62
0962,47,Side,45.42,13.24,147.75,78.76,166.97,174.33,159.87,156.04
0963,1,Side,6.58,25.39,133.68,171.54,177.7,169.15,179.95,173.42
0963,2,Side,8.78,23.38,138.74,172.72,178.78,170.56,178.58,172.96
0963,3,Side,8.45,25.46,132.31,173.3,178.72,171.02,178.47,173.31
0963,4,Side,6.55,24.81,117.62,175.24,176.05,173.72,176.53,174.99
0963,5,Side,6.67,21.05,117.74,164.37,176.05,174.42,176.63,178.36
0963,6,Side,6.6,22.25,111.16,170.36,176.12,174.5,176.53,178.32
0963,7,Side,6.3,22.31,111.93,166.83,176.19,174.44,176.63,178.32
0963,8,Side,6.42,25.7,112.04,178.02,177.82,173.47,179.83,178.32
0963,9,Side,8.85,25.82,109.9,172.44,177.76,174.35,179.83,178.36
0963,10,Side,8.89,31.14,101.85,176.82,178.19,173.92,179.93,178.49
0963,11,Side,8.89,30.96,89.64,175.6,178.11,172.67,179.85,175.43
0963,12,Side,9.28,27.0,105.72,172.67,178.05,175.09,179.84,176.86
0963,13,Side,11.93,26.27,104.87,157.83,176.75,176.57,177.24,180.0
0963,14,Side,12.46,23.73,113.4,155.22,176.38,176.5,178.51,180.0
0963,15,Side,13.08,21.94,120.32,156.16,179.28,176.5,176.2,180.0
0963,16,Side,12.99,24.43,124.88,159.22,176.88,176.42,175.71,178.49
0963,17,Side,12.48,24.65,124.48,154.98,176.99,173.49,175.71,179.7
0963,18,Side,14.49,23.25,129.38,152.65,179.6,172.55,178.16,179.7
0963,19,Side,13.8,23.15,131.75,151.93,179.44,169.96,178.21,177.73
0963,20,Side,12.55,22.06,133.99,150.95,178.06,170.07,177.6,177.73
0963,21,Side,10.95,16.61,138.35,138.64,179.95,173.31,179.89,179.74
0963,22,Side,9.22,18.15,116.24,135.0,177.45,169.48,176.54,175.1
0963,23,Side,12.23,22.03,119.12,135.54,179.4,170.0,178.27,175.1
0963,24,Side,8.27,17.81,115.13,130.71,179.58,171.28,178.37,178.67
0963,25,Side,9.07,19.3,113.63,139.52,179.3,171.33,178.41,179.68
0963,26,Side,9.41,21.75,103.93,131.04,179.66,170.69,178.82,179.37
0963,27,Side,11.85,22.52,109.86,131.05,179.09,172.98,178.37,179.76
0963,28,Side,12.22,23.26,113.06,135.74,179.18,172.82,178.37,179.91
0963,29,Side,11.78,21.1,113.71,132.83,179.26,169.63,178.47,175.98
0963,30,Side,12.83,22.25,122.59,131.05,177.15,170.28,176.95,175.56
0963,31,Side,10.34,22.73,124.0,137.7,177.87,169.79,178.77,176.14
0963,32,Side,9.99,22.07,125.2,140.91,177.82,170.25,178.9,175.32
0963,33,Side,9.44,20.82,121.6,145.9,177.96,170.71,179.19,175.76
0963,34,Side,11.07,20.28,128.09,151.7,179.33,171.52,179.18,176.95
0963,35,Side,7.77,17.19,119.6,143.71,179.38,174.29,179.59,179.04
0963,36,Side,12.59,17.29,136.66,152.2,179.77,174.09,179.16,178.7
