Sequence_ID,Frame,Head_x,L_Sho_x,R_Sho_x,L_Elb_x,R_Elb_x,L_Wri_x,R_Wri_x,L_Hip_x,R_Hip_x,L_Kne_x,R_Kne_x,L_Ank_x,R_Ank_x,Head_y,L_Sho_y,R_Sho_y,L_Elb_y,R_Elb_y,L_Wri_y,R_Wri_y,L_Hip_y,R_Hip_y,L_Kne_y,R_Kne_y,L_Ank_y,R_Ank_y
1659,67,233.333,233.333,233.333,,,,,,264.0,228.0,228.0,249.333,242.667,128.667,143.867,143.867,,,,,,197.333,216.0,216.0,240.667,260.0
1659,68,233.333,233.333,233.333,,,,,,264.0,228.0,228.0,249.333,242.667,128.0,143.2,143.2,,,,,,196.667,216.667,216.667,240.667,260.0
1659,69,232.667,232.667,232.667,,,,,,263.333,224.0,224.0,249.333,242.667,127.333,142.533,142.533,,,,,,196.667,216.0,216.0,240.667,260.0
1659,70,233.333,233.333,233.333,,,,,,263.333,224.0,224.0,249.333,242.667,126.0,141.2,141.2,,,,,,196.0,216.667,216.667,240.667,260.0
1659,71,234.0,234.0,234.0,,,,,,262.667,224.0,224.0,249.333,242.667,125.333,140.533,140.533,,,,,,196.0,216.667,216.667,240.667,260.0
1659,72,234.667,234.667,234.667,,,,,,262.667,228.0,228.0,249.333,242.667,124.0,139.2,139.2,,,,,,195.333,218.0,218.0,240.667,260.0
1659,73,234.667,234.667,234.667,,,,,,262.667,226.0,226.0,249.333,242.667,122.667,137.867,137.867,,,,,,194.667,218.0,218.0,240.667,260.0
1659,74,234.667,234.667,234.667,,,,,,262.0,221.333,221.333,249.333,242.667,122.0,137.2,137.2,,,,,,194.667,217.333,217.333,240.667,260.0
1659,75,234.667,234.667,234.667,,,,,,262.0,221.333,221.333,249.333,242.667,120.667,135.867,135.867,,,,,,194.0,217.333,217.333,240.667,260.0
1659,76,234.667,234.667,234.667,,,,,,262.0,224.667,224.667,249.333,242.667,120.0,135.2,135.2,,,,,,194.0,218.667,218.667,240.667,260.0
1659,77,234.667,234.667,234.667,,,,,,261.333,224.667,224.667,249.333,242.667,118.667,133.867,133.867,,,,,,193.333,218.667,218.667,240.667,260.0
1659,78,234.667,234.667,234.667,,,,,,261.333,230.0,225.333,249.333,242.667,118.0,133.2,133.2,,,,,,192.667,194.667,218.667,240.667,260.0
1659,79,236.0,236.0,236.0,,,,,,260.667,230.0,223.333,249.333,242.667,116.0,131.2,131.2,,,,,,192.667,194.667,218.0,240.667,260.0
1659,80,236.667,236.667,236.667,,,,,,260.667,228.667,222.0,249.333,242.667,116.0,131.2,131.2,,,,,,192.0,195.333,216.667,240.667,260.0
1659,81,236.667,236.667,236.667,,,,,,260.667,230.0,218.667,249.333,242.667,114.667,129.867,129.867,,,,,,192.0,194.667,217.333,240.667,260.0
1659,82,237.333,237.333,237.333,,,,,,260.0,217.333,217.333,248.667,242.667,114.0,129.2,129.2,,,,,,191.333,217.333,217.333,240.667,260.0
1659,83,237.333,237.333,237.333,,,,,,258.667,216.0,216.0,248.667,242.667,112.0,127.2,127.2,,,,,,190.0,217.333,217.333,240.667,260.0
1659,84,238.0,238.0,238.0,,,,,,257.333,222.0,222.0,248.667,242.667,110.667,125.867,125.867,,,,,,188.667,216.667,216.667,240.667,260.0
1659,85,238.0,238.0,238.0,,,,,,256.0,221.333,221.333,248.667,242.667,108.667,123.867,123.867,,,,,,187.333,216.667,216.667,240.667,260.0
1659,86,238.667,238.667,238.667,,,,,,254.667,220.667,220.667,248.667,242.667,107.333,122.533,122.533,,,,,,186.0,216.667,216.667,240.667,260.0
1659,87,238.667,238.667,238.667,,,,,,252.667,220.667,220.667,248.667,242.667,106.0,121.2,121.2,,,,,,184.0,216.667,216.667,240.667,260.0
1659,88,240.0,240.0,240.0,,,,,,250.667,220.0,220.0,248.667,242.667,102.0,117.2,117.2,,,,,,182.667,216.667,216.667,240.667,260.0
1659,89,240.0,240.0,240.0,,,,,,249.333,216.667,216.667,248.667,242.667,100.0,115.2,115.2,,,,,,181.333,215.333,215.333,240.667,260.0
1659,90,240.0,240.0,240.0,,,,,,247.333,216.0,216.0,248.667,242.667,98.667,113.867,113.867,,,,,,180.0,215.333,215.333,240.667,260.667
1659,91,240.0,240.0,240.0,,,,,,246.0,216.0,216.0,248.667,242.667,96.667,111.867,111.867,,,,,,178.0,215.333,215.333,240.667,260.667
1659,92,241.333,241.333,241.333,,,,,,243.333,216.0,216.0,248.667,242.667,93.333,108.533,108.533,,,,,,176.0,215.333,215.333,240.667,260.667
1659,93,242.0,242.0,242.0,,,,,,241.333,222.0,222.0,248.667,242.667,90.667,105.867,105.867,,,,,,174.0,216.667,216.667,240.667,260.667
1659,94,242.667,242.667,242.667,,,,,,239.333,220.0,220.0,248.667,242.667,88.667,103.867,103.867,,,,,,172.667,214.667,214.667,240.667,260.667
1659,95,243.333,243.333,243.333,,,,,,236.667,219.333,219.333,248.667,242.667,86.0,101.2,101.2,,,,,,170.667,214.0,214.0,240.667,260.667
1659,96,244.0,244.0,244.0,,,,,,234.667,223.333,223.333,248.667,242.667,83.333,98.533,98.533,,,,,,168.667,212.667,212.667,240.667,260.667
1659,97,244.667,244.667,244.667,,,,,,234.0,230.667,230.667,248.667,242.667,81.333,96.533,96.533,,,,,,168.0,211.333,211.333,240.667,260.667
1659,98,246.0,246.0,246.0,,,,,,233.333,232.0,232.0,248.667,242.667,74.667,89.867,89.867,,,,,,168.0,210.667,210.667,240.667,260.667
1659,99,243.333,243.333,243.333,,,,,,233.333,232.667,232.667,248.667,242.667,78.0,93.2,93.2,,,,,,168.0,210.667,210.667,240.667,260.667
1659,100,243.333,243.333,243.333,,,,,,232.667,229.333,229.333,248.667,242.667,78.0,93.2,93.2,,,,,,168.0,211.333,211.333,240.667,260.667
1659,101,246.0,246.0,246.0,,,,,,232.667,232.0,232.0,248.667,242.667,76.667,91.867,91.867,,,,,,168.0,212.667,212.667,240.667,260.667
1659,102,247.333,247.333,247.333,,,,,,233.333,232.667,232.667,248.667,242.667,73.333,88.533,88.533,,,,,,167.333,212.0,212.0,240.667,260.667
1659,103,246.667,246.667,246.667,,,,,,234.0,234.0,234.0,248.667,242.667,74.0,89.2,89.2,,,,,,166.667,212.0,212.0,240.667,260.667
1659,104,244.667,244.667,244.667,,,,,,234.667,235.333,235.333,248.667,242.667,78.667,93.867,93.867,,,,,,166.667,212.0,212.0,240.667,260.667
1660,1,228.65,216.161,216.161,203.671,260.354,209.436,251.707,210.396,253.629,213.279,251.707,217.121,249.786,25.939,50.918,50.918,73.014,75.896,49.957,47.075,135.461,123.932,181.575,177.732,225.768,228.65
1660,2,228.65,216.161,216.161,203.671,257.471,209.436,250.746,210.396,253.629,212.318,251.707,216.161,249.786,25.939,50.918,50.918,73.014,74.936,49.957,47.075,135.461,123.932,181.575,177.732,224.807,228.65
1660,3,228.65,216.161,216.161,203.671,257.471,209.436,250.746,210.396,253.629,212.318,251.707,216.161,249.786,25.939,51.879,51.879,73.014,75.896,47.075,48.036,135.461,124.893,181.575,177.732,224.807,228.65
1660,4,229.611,216.161,216.161,203.671,257.471,209.436,250.746,210.396,253.629,213.279,250.746,216.161,249.786,28.821,52.839,52.839,73.014,76.857,47.075,48.036,136.421,125.854,180.614,180.614,224.807,228.65
1660,5,228.65,216.161,216.161,203.671,259.393,209.436,248.825,211.357,253.629,213.279,250.746,216.161,249.786,29.782,53.8,53.8,73.014,75.896,49.957,49.957,136.421,126.814,180.614,181.575,224.807,228.65
1660,6,228.65,217.121,217.121,203.671,259.393,210.396,249.786,211.357,253.629,212.318,251.707,216.161,249.786,30.743,53.8,53.8,76.857,76.857,48.996,48.996,137.382,127.775,181.575,178.693,224.807,228.65
1660,7,228.65,217.121,217.121,203.671,259.393,210.396,248.825,211.357,253.629,212.318,250.746,215.2,249.786,30.743,54.761,54.761,76.857,77.818,48.996,48.996,137.382,128.736,181.575,181.575,224.807,228.65
1660,8,228.65,217.121,217.121,203.671,259.393,210.396,248.825,207.514,253.629,212.318,251.707,215.2,249.786,30.743,55.721,55.721,76.857,77.818,48.996,49.957,132.579,129.696,181.575,179.654,224.807,228.65
1660,9,229.611,218.082,218.082,203.671,259.393,210.396,248.825,211.357,253.629,211.357,251.707,215.2,249.786,27.861,56.682,56.682,76.857,78.779,49.957,49.957,139.304,131.618,181.575,180.614,224.807,228.65
1660,10,229.611,218.082,218.082,203.671,259.393,209.436,248.825,211.357,253.629,211.357,251.707,215.2,249.786,30.743,58.604,58.604,77.818,78.779,50.918,49.957,140.264,132.579,183.496,180.614,224.807,228.65
1660,11,227.689,218.082,218.082,203.671,259.393,210.396,248.825,211.357,253.629,212.318,251.707,215.2,249.786,33.625,61.486,61.486,74.936,79.739,55.721,52.839,141.225,135.461,182.536,181.575,224.807,228.65
1660,12,231.532,218.082,218.082,203.671,259.393,210.396,248.825,206.554,253.629,212.318,251.707,214.239,249.786,38.429,64.368,64.368,79.739,82.621,58.604,54.761,135.461,138.343,182.536,181.575,224.807,228.65
1660,13,228.65,219.043,219.043,202.711,259.393,210.396,248.825,206.554,253.629,212.318,251.707,213.279,249.786,39.389,67.25,67.25,85.504,86.464,59.564,58.604,136.421,139.304,182.536,182.536,224.807,228.65
1660,14,229.611,218.082,218.082,202.711,257.471,211.357,248.825,206.554,253.629,212.318,251.707,213.279,249.786,43.232,72.054,72.054,89.346,92.229,64.368,64.368,136.421,139.304,182.536,182.536,224.807,228.65
1660,15,229.611,218.082,218.082,202.711,257.471,211.357,248.825,206.554,249.786,212.318,250.746,213.279,249.786,47.075,75.896,75.896,94.15,96.071,69.171,68.211,137.382,153.714,182.536,184.457,224.807,228.65
1660,16,232.493,218.082,218.082,202.711,257.471,211.357,249.786,206.554,252.668,210.396,250.746,213.279,249.786,51.879,79.739,79.739,97.993,98.954,73.975,73.014,138.343,146.989,184.457,183.496,224.807,228.65
1660,17,229.611,218.082,218.082,201.75,257.471,211.357,248.825,211.357,251.707,212.318,251.707,213.279,249.786,55.721,84.543,84.543,102.796,102.796,75.896,76.857,155.636,148.911,184.457,185.418,224.807,228.65
1660,18,229.611,218.082,218.082,201.75,256.511,212.318,248.825,210.396,251.707,212.318,250.746,213.279,249.786,58.604,88.386,88.386,104.718,106.639,80.7,80.7,156.596,150.832,186.379,185.418,224.807,228.65
1660,19,229.611,218.082,218.082,202.711,259.393,211.357,248.825,210.396,251.707,211.357,250.746,214.239,249.786,66.289,92.229,92.229,107.6,111.443,90.307,84.543,158.518,151.793,186.379,186.379,224.807,228.65
1660,20,229.611,219.043,219.043,202.711,256.511,210.396,248.825,209.436,247.864,211.357,250.746,214.239,249.786,67.25,95.111,95.111,112.404,114.325,92.229,88.386,160.439,162.361,186.379,187.339,224.807,228.65
1660,21,230.571,220.004,220.004,202.711,257.471,209.436,248.825,209.436,248.825,211.357,249.786,214.239,249.786,72.054,98.954,98.954,118.168,119.129,94.15,92.229,163.321,163.321,187.339,187.339,224.807,228.65
1660,22,230.571,219.043,219.043,202.711,258.432,210.396,247.864,208.475,248.825,212.318,249.786,214.239,249.786,76.857,101.836,101.836,122.971,123.932,97.993,96.071,166.204,163.321,187.339,188.3,224.807,228.65
1660,23,228.65,218.082,218.082,202.711,258.432,211.357,247.864,209.436,250.746,212.318,249.786,214.239,249.786,78.779,104.718,104.718,127.775,128.736,100.875,100.875,167.164,160.439,187.339,188.3,224.807,228.65
1660,24,228.65,217.121,217.121,202.711,258.432,210.396,246.904,210.396,250.746,212.318,250.746,214.239,249.786,82.621,108.561,108.561,136.421,132.579,107.6,105.679,169.086,162.361,188.3,187.339,224.807,228.65
1660,25,229.611,218.082,218.082,203.671,258.432,211.357,247.864,210.396,250.746,212.318,250.746,214.239,249.786,87.425,113.364,113.364,141.225,137.382,110.482,110.482,171.007,163.321,188.3,187.339,224.807,228.65
1660,26,229.611,218.082,218.082,203.671,258.432,210.396,248.825,208.475,250.746,212.318,250.746,214.239,249.786,90.307,119.129,119.129,143.146,140.264,115.286,113.364,164.282,165.243,191.182,188.3,224.807,228.65
1660,27,229.611,218.082,218.082,202.711,258.432,209.436,247.864,212.318,250.746,212.318,250.746,215.2,249.786,94.15,122.011,122.011,143.146,145.068,122.971,118.168,172.929,166.204,188.3,188.3,224.807,228.65
1660,28,229.611,218.082,218.082,202.711,257.471,209.436,247.864,212.176,251.707,212.318,250.746,215.2,249.786,95.111,125.854,125.854,145.068,146.029,124.893,120.089,173.676,168.125,188.3,188.3,224.807,228.65
1660,29,229.611,229.611,229.611,202.711,258.432,210.396,247.864,212.033,251.707,212.318,250.746,215.2,249.786,97.993,116.967,116.967,147.95,147.95,126.814,121.05,176.344,169.086,189.261,190.221,224.807,228.65
1660,30,229.611,229.611,229.611,202.711,258.432,210.396,247.864,211.891,251.707,211.357,250.746,215.2,249.786,102.796,121.771,121.771,149.871,148.911,127.775,123.932,180.935,171.007,189.261,190.221,224.807,228.65
1660,31,229.611,229.611,229.611,202.711,258.432,210.396,249.786,211.749,251.791,211.357,250.746,215.2,249.786,104.718,123.692,123.692,152.754,150.832,129.696,127.775,182.642,173.137,190.221,190.221,224.807,228.65
1660,32,229.611,229.611,229.611,203.671,259.393,210.396,248.825,211.606,251.874,211.357,250.746,215.2,249.786,107.6,126.574,126.574,155.636,158.518,131.618,132.579,185.311,176.228,190.221,189.261,224.807,228.65
1660,33,229.611,229.611,229.611,203.671,258.432,210.396,248.825,211.464,251.958,210.396,249.786,215.2,249.786,110.482,129.456,129.456,157.557,155.636,136.421,135.461,187.98,179.319,188.3,188.3,224.807,228.65
1660,34,229.611,229.611,229.611,202.711,259.393,210.396,248.825,211.322,252.041,210.396,251.707,215.2,249.786,113.364,132.338,132.338,164.282,162.361,137.382,136.421,190.648,182.41,188.3,189.261,224.807,228.65
1660,35,229.611,229.611,229.611,203.671,259.393,210.396,248.825,211.179,252.125,210.396,250.746,215.2,249.786,116.246,135.221,135.221,167.164,165.243,138.343,139.304,193.317,185.501,188.3,188.3,224.807,228.65
1660,36,229.611,229.611,229.611,203.671,259.393,210.396,248.825,211.037,252.208,211.357,250.746,215.2,249.786,117.207,136.181,136.181,169.086,167.164,140.264,141.225,194.064,186.671,189.261,188.3,224.807,228.65
1660,37,230.571,230.571,230.571,203.671,259.393,211.357,248.825,211.855,253.253,209.436,250.746,215.2,249.786,115.286,134.26,134.26,166.204,169.086,142.186,141.225,191.929,184.958,189.261,188.3,224.807,228.65
1660,38,230.571,230.571,230.571,202.711,259.393,211.357,249.786,211.713,253.336,209.436,252.668,215.2,249.786,116.246,135.221,135.221,171.007,170.046,143.146,144.107,192.677,186.128,189.261,189.261,224.807,228.65
1660,39,229.611,229.611,229.611,202.711,259.393,210.396,249.786,210.61,252.459,209.436,252.668,215.2,249.786,120.089,139.063,139.063,171.007,171.007,145.068,143.146,196.306,190.18,189.261,190.221,224.807,228.65
1660,40,229.611,229.611,229.611,202.711,259.393,211.357,249.786,210.468,252.543,210.396,254.589,215.2,249.786,122.011,140.985,140.985,171.007,172.929,145.068,144.107,198.014,192.31,188.3,190.221,224.807,228.65
1660,41,229.611,229.611,229.611,202.711,259.393,211.357,249.786,210.325,252.626,210.396,253.629,215.2,249.786,122.011,140.985,140.985,171.007,172.929,146.029,144.107,197.8,192.519,188.3,190.221,224.807,228.65
1660,42,229.611,229.611,229.611,202.711,259.393,210.396,249.786,210.183,252.71,210.396,253.629,215.2,249.786,122.971,141.946,141.946,171.007,172.929,145.068,144.107,198.548,193.688,188.3,190.221,224.807,228.65
1660,43,230.571,230.571,230.571,202.711,259.393,211.357,249.786,211.001,253.754,210.396,254.589,215.2,249.786,125.854,144.828,144.828,171.968,172.929,145.068,144.107,201.216,196.779,188.3,190.221,224.807,228.65
1660,44,230.571,230.571,230.571,202.711,259.393,211.357,249.786,210.859,253.837,210.396,253.629,215.2,249.786,123.932,142.906,142.906,170.046,172.929,145.068,144.107,199.081,195.067,188.3,190.221,224.807,228.65
1660,45,231.532,231.532,231.532,202.711,260.354,210.396,249.786,211.677,254.882,211.357,253.629,215.2,249.786,121.05,140.024,140.024,170.046,171.968,144.107,143.146,195.986,192.393,187.339,190.221,224.807,228.65
1660,46,231.532,231.532,231.532,202.711,260.354,211.357,249.786,211.535,254.965,211.357,253.629,215.2,249.786,121.05,140.024,140.024,169.086,171.007,143.146,142.186,195.772,192.602,187.339,190.221,224.807,228.65
1660,47,231.532,231.532,231.532,201.75,260.354,211.357,250.746,211.393,255.049,211.357,253.629,215.2,249.786,119.129,138.103,138.103,168.125,170.046,143.146,142.186,193.637,190.89,187.339,190.221,224.807,228.65
1660,48,231.532,231.532,231.532,201.75,260.354,211.357,250.746,211.25,255.132,211.357,253.629,215.2,249.786,118.168,137.142,137.142,167.164,170.046,142.186,141.225,192.463,190.138,187.339,190.221,224.807,228.65
1660,49,232.493,232.493,232.493,201.75,261.314,212.318,250.746,212.069,256.177,211.357,253.629,215.2,249.786,117.207,136.181,136.181,166.204,170.046,141.225,141.225,191.289,189.386,187.339,190.221,224.807,228.65
