Sequence_ID,Frame,Pose,L_Shoulder_Angle,R_Shoulder_Angle,L_Elbow_Angle,R_Elbow_Angle,L_Hip_Angle,R_Hip_Angle,L_Knee_Angle,R_Knee_Angle
1659,43,Left/Right,,,,,,88.62,,68.06
1659,44,Left/Right,,,,,,90.16,,70.91
1659,45,Left/Right,,,,,,86.31,,69.0
1659,46,Left/Right,,,,,,88.91,,73.78
1659,47,Left/Right,,,,,,86.94,,73.93
1659,48,Left/Right,,,,,,85.83,,74.76
1659,49,Left/Right,,,,,,87.35,,78.05
1659,50,Left/Right,,,,,,77.54,,75.33
1659,51,Left/Right,,,,,,77.01,,76.86
1659,52,Left/Right,,,,,,78.05,,80.04
1659,53,Left/Right,,,,,,82.12,,79.77
1659,54,Left/Right,,,,,,83.8,,83.37
1659,55,Left/Right,,,,,,81.77,,82.71
1659,56,Left/Right,,,,,,79.8,,82.09
1659,57,Left/Right,,,,,,84.32,,86.71
1659,58,Left/Right,,,,,,81.01,,84.44
1659,59,Left/Right,,,,,,83.21,,88.4
1659,60,Left/Right,,,,,,79.29,,87.14
1659,61,Left/Right,,,,,,83.49,,91.63
1659,62,Left/Right,,,,,,85.7,,94.65
1659,63,Left/Right,,,,,,87.16,,96.34
1659,64,Left/Right,,,,,,81.39,,86.64
1659,65,Left/Right,,,,,,87.52,,98.27
1659,66,Left/Right,,,,,,87.14,,98.73
1659,67,Left/Right,,,,,,87.57,,98.97
1659,68,Left/Right,,,,,,89.22,,100.36
1659,69,Left/Right,,,,,,86.64,,93.19
1659,70,Left/Right,,,,,,89.02,,94.41
1659,71,Left/Right,,,,,,90.79,,94.82
1659,72,Left/Right,,,,,,96.67,,103.93
1659,73,Left/Right,,,,,,96.23,,100.83
1659,74,Left/Right,,,,,,93.7,,92.57
1659,75,Left/Right,,,,,,94.66,,93.28
1659,76,Left/Right,,,,,,98.52,,99.92
1659,77,Left/Right,,,,,,100.49,,101.11
1659,78,Left/Right,,,,,,101.68,,103.09
1659,79,Left/Right,,,,,,102.29,,99.44
1659,80,Left/Right,,,,,,100.99,,97.04
1659,81,Left/Right,,,,,,99.98,,91.74
1659,82,Left/Right,,,,,,101.31,,90.66
1659,83,Left/Right,,,,,,103.88,,90.64
1659,84,Left/Right,,,,,,111.28,,102.9
1659,85,Left/Right,,,,,,114.4,,104.02
1659,86,Left/Right,,,,,,117.9,,105.13
1659,87,Left/Right,,,,,,123.02,,108.67
1659,88,Left/Right,,,,,,128.7,,110.34
1659,89,Left/Right,,,,,,128.11,,105.94
1659,90,Left/Right,,,,,,132.11,,107.97
1659,91,Left/Right,,,,,,136.03,,110.75
1659,92,Left/Right,,,,,,143.51,,114.74
1659,93,Left/Right,,,,,,156.18,,130.46
1659,94,Left/Right,,,,,,158.06,,129.05
1659,95,Left/Right,,,,,,163.68,,131.63
1659,96,Left/Right,,,,,,173.14,,143.62
1659,97,Left/Right,,,,,,175.91,,161.93
1659,98,Left/Right,,,,,,172.58,,166.17
1659,99,Left/Right,,,,,,173.28,,167.79
1659,100,Left/Right,,,,,,176.28,,160.48
1659,101,Left/Right,,,,,,170.92,,166.62
1659,102,Left/Right,,,,,,170.78,,167.53
1659,103,Left/Right,,,,,,170.71,,169.9
1659,104,Left/Right,,,,,,171.34,,172.27
1660,1,Left/Right,25.58,33.36,15.44,43.82,172.52,150.79,178.61,179.88
1660,2,Left/Right,25.58,32.66,15.44,46.26,173.71,150.79,177.31,179.88
1660,3,Left/Right,26.63,32.66,18.05,46.26,173.67,150.75,177.31,179.92
1660,4,Left/Right,27.81,32.66,19.23,46.69,172.32,149.82,180.0,178.13
1660,5,Left/Right,29.7,35.76,18.99,40.76,174.18,149.82,178.76,178.16
1660,6,Left/Right,26.31,35.12,16.69,42.36,174.81,151.57,176.17,179.96
1660,7,Left/Right,27.34,35.12,17.76,41.25,174.76,150.61,177.43,178.05
1660,8,Left/Right,25.35,36.14,18.9,41.63,167.28,151.53,178.21,179.96
1660,9,Left/Right,30.88,36.48,21.5,41.72,175.35,152.38,174.92,179.96
1660,10,Left/Right,32.16,38.31,24.78,43.83,175.29,152.04,174.69,180.0
1660,11,Left/Right,42.15,40.5,27.68,44.71,173.85,151.95,177.43,179.95
1660,12,Left/Right,33.94,40.5,25.5,45.39,163.81,151.79,175.62,179.79
1660,13,Left/Right,31.59,38.9,25.32,43.76,162.64,151.81,174.18,179.84
1660,14,Left/Right,31.48,35.02,22.54,45.64,162.72,149.6,174.18,179.84
1660,15,Left/Right,29.48,40.71,21.01,45.64,162.11,159.62,174.03,176.96
1660,16,Left/Right,28.97,36.78,20.3,47.49,164.11,149.77,179.32,178.21
1660,17,Left/Right,36.42,37.55,22.17,46.7,172.69,152.42,179.45,177.46
1660,18,Left/Right,38.57,36.29,21.25,48.09,169.88,150.11,177.74,179.68
1660,19,Left/Right,38.39,35.61,18.43,43.61,171.41,148.96,177.69,179.71
1660,20,Left/Right,35.0,39.65,22.51,46.35,167.4,163.38,179.95,172.09
1660,21,Left/Right,32.66,37.58,26.34,43.88,166.1,158.17,179.82,177.71
1660,22,Left/Right,28.37,34.86,20.59,39.94,160.37,156.36,172.63,177.8
1660,23,Left/Right,25.81,28.86,15.87,38.47,163.99,147.65,174.81,178.03
1660,24,Left/Right,21.01,27.82,12.42,36.63,167.95,147.99,177.3,178.67
1660,25,Left/Right,19.76,26.06,13.31,37.79,166.07,146.82,176.67,178.67
1660,26,Left/Right,18.95,27.04,17.39,42.7,159.86,144.69,175.14,178.64
1660,27,Left/Right,29.57,23.79,17.59,38.81,173.54,143.53,175.49,178.64
1660,28,Left/Right,31.62,24.38,20.22,42.56,172.4,138.77,176.04,178.64
1660,29,Left/Right,24.47,19.95,20.98,21.48,162.25,154.42,176.63,178.83
1660,30,Left/Right,27.08,22.55,24.57,23.79,166.99,152.97,170.16,178.57
1660,31,Left/Right,25.93,22.56,24.35,26.16,166.1,152.34,170.7,177.93
1660,32,Left/Right,24.71,18.84,26.11,20.83,165.86,150.9,170.76,176.45
1660,33,Left/Right,25.48,23.61,25.06,22.29,123.93,142.26,99.2,166.4
1660,34,Left/Right,22.69,20.64,24.16,22.6,38.92,153.08,14.01,180.0
1660,35,Left/Right,21.48,20.65,25.94,22.6,26.47,129.66,1.37,155.14
1660,36,Left/Right,20.46,19.76,25.12,21.7,13.98,113.98,9.98,139.46
1660,37,Left/Right,22.12,15.51,22.36,18.84,60.18,119.03,32.99,144.49
1660,38,Left/Right,19.73,15.52,20.66,19.29,51.86,143.86,24.48,172.14
1660,39,Left/Right,21.74,18.91,23.6,23.97,27.83,125.39,0.25,97.02
1660,40,Left/Right,23.3,18.92,23.43,24.56,18.98,68.5,7.08,37.3
1660,41,Left/Right,23.11,18.93,22.77,24.56,18.32,47.64,7.93,17.86
1660,42,Left/Right,23.84,19.81,26.28,25.43,17.75,38.9,8.69,9.13
1660,43,Left/Right,26.61,21.68,27.93,27.29,21.82,31.31,4.81,0.13
1660,44,Left/Right,26.41,19.79,26.66,25.4,21.79,21.57,5.04,8.18
1660,45,Left/Right,24.3,18.03,27.33,21.92,21.66,5.95,3.73,35.69
1660,46,Left/Right,25.03,18.91,26.33,22.79,20.94,5.29,4.65,35.02
1660,47,Left/Right,24.84,18.05,23.73,23.03,20.26,40.79,5.53,70.51
1660,48,Left/Right,24.64,17.21,23.73,22.78,18.94,69.18,7.05,98.89
1660,49,Left/Right,25.34,16.4,22.75,20.26,30.55,84.16,4.36,113.86
1660,50,Left/Right,24.22,17.34,24.21,19.88,84.72,135.52,111.11,165.21
1660,51,Left/Right,23.09,18.17,23.27,20.7,134.24,135.21,159.38,163.48
1660,52,Left/Right,18.5,18.89,21.7,23.84,152.93,140.12,179.73,168.38
1660,53,Left/Right,20.06,16.57,16.99,20.21,151.19,149.7,178.2,178.06
1660,54,Left/Right,19.85,18.1,16.77,19.53,152.3,151.06,179.52,178.69
1660,55,Left/Right,21.46,20.52,17.52,19.31,159.31,152.02,170.54,178.96
1660,56,Left/Right,26.21,18.12,16.65,20.65,179.05,152.36,157.3,179.43
1660,57,Left/Right,20.15,17.88,15.86,20.89,158.41,153.39,172.39,179.82
1660,58,Left/Right,19.53,19.53,21.4,20.53,161.63,154.29,170.27,179.82
1660,59,Left/Right,23.94,23.29,24.43,21.21,161.08,154.93,170.27,178.46
1660,60,Left/Right,21.98,22.29,19.75,19.22,163.13,157.39,170.27,178.63
1660,61,Left/Right,23.72,28.94,17.81,21.31,164.11,175.29,170.27,167.74
1660,62,Left/Right,21.7,20.51,21.75,18.25,164.53,157.28,170.54,179.61
1660,63,Left/Right,21.9,24.17,19.93,19.83,164.73,161.86,170.79,177.21
1660,64,Left/Right,24.56,24.54,20.35,21.91,165.12,162.31,170.79,177.27
1660,65,Left/Right,26.89,27.78,21.64,22.61,163.62,163.0,173.81,178.73
1660,66,Left/Right,27.36,25.96,22.26,21.83,164.08,163.82,173.91,178.75
1660,67,Left/Right,25.45,25.89,21.18,19.88,164.69,164.56,173.84,178.75
1660,68,Left/Right,27.22,27.79,21.42,20.89,164.9,164.73,173.98,178.75
1660,69,Left/Right,27.8,29.58,23.22,23.49,165.76,162.75,174.13,178.83
1660,70,Left/Right,30.15,27.33,23.77,22.92,165.09,163.15,176.89,178.88
1660,71,Left/Right,30.92,27.38,19.21,19.98,164.93,164.15,176.85,178.92
1660,72,Left/Right,34.65,31.59,23.89,22.71,163.73,163.06,177.63,178.96
1660,73,Left/Right,34.5,33.2,25.68,28.11,163.68,161.28,177.52,177.99
1660,74,Left/Right,30.92,34.92,28.05,30.06,161.33,160.79,177.76,178.09
1660,75,Left/Right,30.58,31.53,28.05,29.78,161.23,158.89,177.99,177.27
1660,76,Left/Right,31.75,28.98,23.99,26.4,163.3,159.57,178.85,177.32
1660,77,Left/Right,29.93,29.01,24.97,25.4,163.45,161.47,178.85,178.18
1660,78,Left/Right,31.04,29.01,25.31,24.95,163.54,161.47,178.79,178.18
1660,79,Left/Right,30.87,29.04,24.35,23.99,165.22,163.35,179.63,179.08
1660,80,Left/Right,30.87,29.03,23.69,27.65,164.26,163.35,177.43,179.08
1661,1,Left/Right,,63.57,,,,168.49,,177.27
1661,2,Left/Right,,66.34,,,,166.82,,178.91
1661,3,Left/Right,,68.08,,,,163.63,,175.76
1661,4,Left/Right,,68.08,,,,160.29,,170.39
1661,5,Left/Right,,68.7,,,,156.82,,164.97
1661,6,Left/Right,,68.69,,,,153.24,,160.01
1661,7,Left/Right,,66.03,,,,149.57,,156.21
1661,8,Left/Right,,68.03,,,,145.84,,150.29
1661,9,Left/Right,,68.04,,,,142.07,,144.35
1661,10,Left/Right,,68.05,,,,138.31,,138.82
1661,11,Left/Right,,68.05,,,,134.58,,129.39
1661,12,Left/Right,,68.06,,,,130.91,,123.16
1661,13,Left/Right,,68.06,,,,127.34,,117.0
1661,14,Left/Right,,68.07,,,,122.35,,108.51
1661,15,Left/Right,,68.08,,,,119.93,,104.57
1661,16,Left/Right,,68.08,,,,115.5,,98.71
1661,17,Left/Right,,68.09,,,,113.34,,96.35
1661,18,Left/Right,,68.1,,,,110.59,,92.68
1661,19,Left/Right,,68.1,,,,108.04,,89.57
1661,20,Left/Right,,68.11,,,,105.23,,85.83
1661,21,Left/Right,,68.12,,,,105.04,,85.61
1661,22,Left/Right,,68.12,,,,99.75,,78.87
1661,23,Left/Right,,68.13,,,,97.55,,77.13
1661,24,Left/Right,,68.14,,,,94.09,,72.63
1661,25,Left/Right,,68.14,,,,98.55,,75.53
1661,26,Left/Right,,68.15,,,,92.47,,68.56
1661,27,Left/Right,,68.16,,,,90.68,,66.78
1661,28,Left/Right,,68.16,,,,89.14,,64.62
1661,29,Left/Right,,68.17,,,,86.82,,62.29
1661,30,Left/Right,,68.18,,,,85.4,,60.26
1661,31,Left/Right,,68.18,,,,83.09,,57.95
1661,32,Left/Right,,68.19,,,,79.93,,55.05
1661,33,Left/Right,,68.2,,,,77.65,,53.13
1661,34,Left/Right,,64.77,,,,78.34,,50.74
1661,35,Left/Right,,65.45,,,,74.88,,48.31
1661,36,Left/Right,,66.28,,,,71.33,,45.94
1661,37,Left/Right,,66.84,,,,70.33,,45.75
1661,38,Left/Right,,66.59,,,,69.61,,44.77
1661,39,Left/Right,,66.78,,,,68.52,,44.13
1661,40,Left/Right,,66.98,,,,67.34,,43.5
1661,41,Left/Right,,66.99,,,,66.44,,42.85
1661,42,Left/Right,,67.44,,,,67.34,,43.84
1661,43,Left/Right,,67.84,,,,67.86,,44.75
1661,44,Left/Right,,68.31,,,,68.77,,46.37
1661,45,Left/Right,,68.71,,,,69.29,,47.29
1661,46,Left/Right,,68.72,,,,70.73,,48.37
1661,47,Left/Right,,68.66,,,,72.61,,50.18
1661,48,Left/Right,,68.99,,,,73.69,,51.58
1661,49,Left/Right,,68.99,,,,75.08,,52.97
1661,50,Left/Right,,69.25,,,,76.26,,54.64
1661,51,Left/Right,,69.03,,,,77.9,,56.06
1661,52,Left/Right,,69.75,,,,79.09,,57.95
1661,53,Left/Right,,69.91,,,,80.34,,59.02
1661,54,Left/Right,,69.92,,,,81.75,,60.43
1661,55,Left/Right,,70.47,,,,83.55,,62.51
1661,56,Left/Right,,70.79,,,,87.2,,66.27
1661,57,Left/Right,,70.71,,,,83.33,,60.81
1661,58,Left/Right,,70.72,,,,84.71,,62.19
1661,59,Left/Right,,70.27,,,,85.69,,62.95
1661,60,Left/Right,,70.35,,,,87.45,,64.55
1661,61,Left/Right,,68.41,,,,90.18,,65.01
1661,62,Left/Right,,68.42,,,,90.52,,64.77
1661,63,Left/Right,,68.43,,,,91.05,,65.3
1661,64,Left/Right,,68.44,,,,99.22,,73.23
1661,65,Left/Right,,68.45,,,,100.53,,74.53
1661,66,Left/Right,,68.46,,,,101.45,,75.45
1661,67,Left/Right,,68.47,,,,102.74,,76.75
1661,68,Left/Right,,68.48,,,,103.85,,77.86
1661,69,Left/Right,,68.48,,,,104.17,,78.43
1661,70,Left/Right,,68.49,,,,104.87,,79.12
1661,71,Left/Right,,68.5,,,,105.57,,79.83
1661,72,Left/Right,,68.51,,,,106.08,,80.02
1661,73,Left/Right,,68.52,,,,106.95,,80.33
1661,74,Left/Right,,68.53,,,,107.46,,80.52
1661,75,Left/Right,,68.54,,,,108.33,,80.81
1661,76,Left/Right,,68.55,,,,108.9,,81.96
1661,77,Left/Right,,68.56,,,,110.06,,83.37
1661,78,Left/Right,,68.57,,,,111.92,,85.49
1661,79,Left/Right,,68.58,,,,113.68,,87.8
1661,80,Left/Right,,68.59,,,,116.05,,90.8
1661,81,Left/Right,,68.6,,,,117.51,,92.83
1661,82,Left/Right,,68.61,,,,122.04,,99.19
1661,83,Left/Right,,68.62,,,,121.71,,99.92
1661,84,Left/Right,,68.63,,,,123.6,,103.26
1661,85,Left/Right,,68.64,,,,126.17,,107.41
1661,86,Left/Right,,68.65,,,,133.7,,120.06
1661,87,Left/Right,,68.66,,,,136.29,,124.77
1661,88,Left/Right,,68.67,,,,138.92,,129.26
1661,89,Left/Right,,68.68,,,,141.57,,134.2
1661,90,Left/Right,,68.69,,,,144.24,,138.77
1661,91,Left/Right,,68.7,,,,146.92,,144.12
1661,92,Left/Right,,67.61,,,,149.6,,148.46
1661,93,Left/Right,,68.26,,,,152.25,,153.15
1661,94,Left/Right,,67.5,,,,154.88,,157.93
1661,95,Left/Right,,66.76,,,,157.47,,162.66
1661,96,Left/Right,,66.03,,,,160.02,,167.83
1661,97,Left/Right,,65.31,,,,162.5,,172.09
1661,98,Left/Right,,64.61,,,,164.93,,177.27
1661,99,Left/Right,,63.92,,,,164.05,,175.48
1661,100,Left/Right,,62.77,,,,163.15,,174.12
1661,101,Left/Right,,63.23,,,,161.81,,171.41
1662,1,Front/Back,179.98,179.98,,,179.98,179.98,179.98,179.98
1662,2,Front/Back,160.96,156.01,,,179.99,168.19,174.08,174.06
1662,3,Front/Back,164.5,154.51,,,180.0,168.34,179.99,169.3
1662,4,Front/Back,155.15,145.24,,,174.19,159.58,179.99,168.56
1662,5,Front/Back,180.0,145.29,,,179.99,158.63,169.76,165.0
1662,6,Front/Back,180.0,137.46,,,180.0,155.85,169.77,158.89
1662,7,Front/Back,148.16,134.5,,,161.77,153.24,168.2,158.56
1662,8,Front/Back,144.63,132.39,,,166.61,151.13,180.0,157.95
1662,9,Front/Back,135.37,121.61,,,164.52,142.19,180.0,157.68
1662,10,Front/Back,135.87,119.82,,,162.87,140.1,180.0,158.42
1662,11,Front/Back,163.98,131.2,,,163.98,142.31,180.0,158.2
1662,12,Front/Back,160.57,132.2,,,160.57,146.54,180.0,159.98
1662,13,Front/Back,158.53,135.85,,,158.53,145.32,180.0,157.18
1662,14,Front/Back,153.5,131.97,,,153.5,139.26,180.0,152.3
1662,15,Front/Back,149.61,136.39,,,149.61,122.81,180.0,136.34
1662,16,Front/Back,153.99,149.55,,,153.99,115.46,180.0,124.55
1662,17,Front/Back,155.4,141.75,,,150.48,108.88,175.09,118.74
1662,18,Front/Back,152.6,148.38,,,144.85,103.47,172.25,110.02
1662,19,Front/Back,135.78,147.45,,,136.93,98.04,165.43,104.26
1662,20,Front/Back,127.03,146.2,,,137.65,94.32,170.91,99.18
1662,21,Front/Back,114.74,146.4,,,140.38,146.4,173.72,180.0
1662,22,Front/Back,110.23,138.65,,,141.52,145.9,175.12,180.0
1662,23,Front/Back,109.76,136.12,,,145.93,146.11,180.0,180.0
1662,24,Front/Back,109.17,136.12,,,126.76,146.11,158.6,180.0
1662,25,Front/Back,108.41,135.43,,,126.32,145.42,158.92,180.0
1662,26,Front/Back,106.5,133.17,,,117.74,144.28,152.25,180.0
1662,27,Front/Back,114.65,145.42,,,114.69,145.42,149.61,180.0
1662,28,Front/Back,115.82,145.63,,,112.48,145.63,147.6,180.0
1662,29,Front/Back,145.58,146.33,,,112.37,146.33,146.79,180.0
1662,30,Front/Back,146.07,146.11,,,110.96,146.11,144.89,180.0
1662,31,Front/Back,146.01,133.79,,,115.58,145.4,149.57,180.0
1662,32,Front/Back,144.88,136.5,,,115.27,144.5,150.39,180.0
1662,33,Front/Back,144.17,141.51,,,114.29,141.51,150.12,180.0
1662,34,Front/Back,118.97,143.42,,,113.52,143.42,149.91,180.0
1662,35,Front/Back,116.69,144.07,,,115.05,144.07,152.11,180.0
1662,36,Front/Back,107.95,142.14,,,112.77,142.14,149.61,180.0
1662,37,Front/Back,105.88,135.45,,,114.83,142.14,149.61,180.0
1662,38,Front/Back,106.83,134.48,,,117.01,146.08,150.85,180.0
1662,39,Front/Back,107.32,135.41,,,115.36,145.17,148.7,180.0
1662,40,Front/Back,108.58,137.31,,,115.83,146.55,147.9,180.0
1662,41,Front/Back,110.05,141.3,,,114.96,147.26,147.79,180.0
1662,42,Front/Back,107.61,143.94,,,113.79,149.02,146.84,180.0
1662,43,Front/Back,106.51,141.79,,,115.65,147.75,148.99,180.0
1662,44,Front/Back,108.22,147.53,,,117.45,147.53,151.29,180.0
1662,45,Front/Back,111.95,145.21,,,115.82,145.21,151.07,180.0
1662,46,Front/Back,112.39,145.42,,,113.97,145.42,149.91,180.0
1662,47,Front/Back,111.13,146.33,,,113.88,146.33,149.82,180.0
1662,48,Front/Back,113.12,146.33,,,114.57,146.33,149.82,180.0
1662,49,Front/Back,120.5,147.98,,,119.45,147.98,151.56,180.0
1662,50,Front/Back,118.02,142.18,,,122.64,147.26,152.95,180.0
1662,51,Front/Back,120.06,142.61,,,118.67,146.55,152.5,180.0
1662,52,Front/Back,121.91,145.17,,,117.03,145.17,152.28,180.0
1662,53,Front/Back,126.68,145.63,,,116.11,145.63,152.05,180.0
1662,54,Front/Back,132.13,144.54,,,117.01,144.54,150.85,180.0
1662,55,Front/Back,144.75,142.57,,,116.69,142.57,151.94,180.0
1662,56,Front/Back,143.16,141.12,,,116.52,141.12,153.36,180.0
1662,57,Front/Back,111.72,138.13,,,114.15,138.13,153.77,180.0
1662,58,Front/Back,129.82,137.37,,,119.71,137.37,157.64,180.0
1662,59,Front/Back,143.38,133.88,,,118.96,133.88,155.58,180.0
1662,60,Front/Back,144.29,134.96,,,121.48,134.96,157.19,180.0
1662,61,Front/Back,145.69,136.06,,,124.53,136.06,158.85,180.0
1662,62,Front/Back,146.4,136.62,,,128.55,136.62,162.14,180.0
1662,63,Front/Back,146.89,137.77,,,131.74,137.77,164.84,180.0
1662,64,Front/Back,146.66,138.94,,,135.83,138.94,169.17,180.0
1662,65,Front/Back,145.93,139.37,,,145.93,139.37,180.0,180.0
1662,66,Front/Back,151.5,136.97,,,151.5,95.07,180.0,106.58
1662,67,Front/Back,149.83,138.74,,,149.83,100.87,180.0,112.99
1662,68,Front/Back,152.8,136.88,,,152.8,107.94,180.0,115.75
1662,69,Front/Back,153.24,145.01,,,153.24,116.68,180.0,123.89
1662,70,Front/Back,162.92,144.33,,,162.92,126.4,180.0,140.63
1662,71,Front/Back,164.4,143.79,,,164.4,143.79,180.0,160.46
1662,72,Front/Back,170.08,144.48,,,156.17,144.48,166.09,155.74
1662,73,Front/Back,180.0,146.36,,,180.0,146.36,180.0,157.42
1662,74,Front/Back,180.0,146.05,,,169.59,146.05,169.59,157.42
1662,75,Front/Back,180.0,146.93,,,164.94,148.1,164.94,157.42
1662,76,Front/Back,176.95,151.14,,,176.95,151.14,180.0,158.11
1662,77,Front/Back,175.29,145.71,,,175.29,151.01,170.88,158.11
1662,78,Front/Back,170.93,146.31,,,170.94,151.6,170.88,158.11
1662,79,Front/Back,173.37,149.97,,,167.18,155.26,173.8,160.89
1662,80,Front/Back,169.76,156.23,,,169.76,156.23,180.0,159.74
1663,1,Left/Right,65.86,83.99,,,163.0,148.43,175.93,161.37
1663,2,Left/Right,66.17,81.6,,,167.78,148.7,171.44,161.37
1663,3,Left/Right,66.72,75.9,,,172.72,153.63,167.21,163.78
1663,4,Left/Right,66.39,73.75,,,175.68,153.82,164.06,163.98
1663,5,Left/Right,66.79,72.78,,,179.59,151.25,159.88,159.2
1663,6,Left/Right,67.87,72.53,,,177.03,155.16,155.29,160.49
1663,7,Left/Right,67.48,71.69,,,173.99,155.81,151.97,159.22
1663,8,Left/Right,67.58,71.1,,,170.49,154.06,149.33,157.95
1663,9,Left/Right,65.15,71.29,,,166.94,152.97,145.54,155.96
1663,10,Left/Right,63.89,66.04,,,162.79,152.77,141.95,155.96
1663,11,Left/Right,65.73,64.1,,,157.13,153.24,136.62,156.61
1663,12,Left/Right,61.97,59.17,,,158.0,157.14,136.16,154.29
1663,13,Left/Right,63.22,57.49,,,156.3,159.35,132.97,154.6
1663,14,Left/Right,64.87,55.45,,,149.51,158.7,127.58,151.92
1663,15,Left/Right,65.55,53.37,,,142.7,158.25,122.84,149.9
1663,16,Left/Right,70.84,57.84,,,134.35,155.77,118.14,149.12
1663,17,Left/Right,69.11,56.87,,,132.14,160.94,112.99,152.87
1663,18,Left/Right,73.39,58.5,,,124.72,160.37,107.68,151.15
1663,19,Left/Right,76.84,63.48,,,119.55,131.8,103.85,98.02
1663,20,Left/Right,79.1,65.4,,,115.96,129.42,103.14,96.03
1663,21,Left/Right,79.22,61.95,,,111.9,127.73,98.83,94.27
1663,22,Left/Right,77.35,58.93,,,110.45,122.93,97.22,90.51
1663,23,Left/Right,75.91,57.91,,,108.13,123.23,94.04,88.24
1663,24,Left/Right,57.3,52.94,,,103.13,119.31,91.99,85.03
1663,25,Left/Right,56.1,50.76,,,100.86,117.75,88.52,81.63
1663,26,Left/Right,58.06,50.76,,,97.87,116.16,87.49,79.7
1663,27,Left/Right,64.77,56.03,,,97.76,118.65,83.6,77.01
1663,28,Left/Right,65.78,55.09,,,93.99,116.32,79.82,72.47
1663,29,Left/Right,68.08,57.24,,,93.13,115.0,78.62,69.91
1663,30,Left/Right,68.08,57.24,,,92.14,113.89,77.05,68.1
1663,31,Left/Right,66.68,55.4,,,90.42,109.89,74.76,63.51
1663,32,Left/Right,68.85,57.62,,,89.18,109.32,71.9,60.65
1663,33,Left/Right,61.86,51.2,,,86.38,103.62,71.9,58.31
1663,34,Left/Right,63.36,48.93,,,90.88,101.42,79.95,55.89
1663,35,Left/Right,62.67,47.78,,,90.53,99.03,79.95,53.4
1663,36,Left/Right,68.91,52.56,,,89.76,97.94,83.25,53.67
1663,37,Left/Right,69.28,52.42,,,88.25,94.44,79.07,47.46
1663,38,Left/Right,69.08,51.44,,,87.54,92.3,82.91,48.04
1663,39,Left/Right,70.08,51.34,,,84.9,89.37,79.22,44.37
1663,40,Left/Right,69.44,50.35,,,83.66,90.66,76.21,44.01
1663,41,Left/Right,69.36,50.27,,,83.66,90.66,76.21,44.01
1663,42,Left/Right,69.87,50.27,,,84.38,90.85,77.76,44.79
1663,43,Left/Right,69.87,50.15,,,81.67,85.44,76.62,42.35
1663,44,Left/Right,67.9,48.32,,,84.97,87.42,77.86,42.42
1663,45,Left/Right,68.46,49.27,,,85.45,87.51,78.45,43.15
1663,46,Left/Right,65.95,47.15,,,86.82,89.02,79.36,43.25
1663,47,Left/Right,63.36,44.56,,,88.62,91.85,80.57,46.08
1663,48,Left/Right,64.82,46.38,,,92.08,96.4,83.33,49.64
1663,49,Left/Right,64.38,46.3,,,93.8,98.21,85.62,51.98
1663,50,Left/Right,64.38,46.23,,,94.65,98.28,87.08,52.75
1663,51,Left/Right,65.83,49.0,,,97.82,100.15,90.92,55.18
1663,52,Left/Right,66.41,46.59,,,95.52,105.87,90.83,61.36
1663,53,Left/Right,67.38,49.33,,,96.77,106.92,91.08,63.52
