Sequence_ID,Frame,Pose,L_Shoulder_Angle,R_Shoulder_Angle,L_Elbow_Angle,R_Elbow_Angle,L_Hip_Angle,R_Hip_Angle,L_Knee_Angle,R_Knee_Angle
1150,32,Side,112.45,119.94,126.98,148.25,145.74,175.15,148.36,174.05
1150,33,Side,120.5,128.24,133.03,154.2,154.23,177.15,156.06,165.69
1150,34,Side,122.81,135.39,133.74,158.07,157.25,178.9,159.01,157.65
1150,35,Side,129.44,140.7,138.79,158.12,161.38,179.79,162.65,150.02
1150,36,Side,135.16,147.73,144.67,162.63,164.52,176.09,165.74,152.56
1150,37,Side,140.77,153.12,148.07,165.47,165.94,172.92,166.02,154.11
1150,38,Side,146.57,157.83,152.8,167.6,168.7,168.43,167.69,156.97
1150,39,Side,152.65,164.65,157.75,168.84,171.09,156.97,168.95,164.7
1150,40,Side,158.71,165.87,162.98,168.69,170.62,154.48,167.43,166.74
1151,1,Side,151.52,161.94,155.58,167.0,160.7,176.24,174.52,143.33
1151,2,Side,149.94,161.38,155.14,166.44,167.09,174.43,158.35,148.66
1151,3,Side,147.18,159.87,152.82,163.74,163.17,172.63,167.86,153.39
1151,4,Side,148.89,156.48,153.76,159.52,162.72,172.83,169.39,152.85
1151,5,Side,145.29,155.97,151.75,160.43,162.38,171.01,167.46,159.62
1151,6,Side,146.89,147.28,151.66,152.1,164.27,169.36,167.46,161.52
1151,7,Side,143.12,148.48,142.89,148.24,165.57,168.37,168.52,166.12
1151,8,Side,131.77,144.85,131.66,142.55,160.44,169.42,173.9,167.37
1151,9,Side,119.25,137.34,116.45,131.17,163.03,168.56,171.99,173.4
1151,10,Side,100.99,114.25,97.97,104.85,158.67,167.15,174.5,175.76
1151,11,Side,89.07,97.57,83.43,87.95,158.73,167.13,174.87,177.17
1151,12,Side,79.79,78.57,68.53,68.11,164.35,169.22,170.71,174.09
1151,13,Side,73.24,81.13,61.69,67.57,164.27,169.51,171.29,176.17
1151,14,Side,59.42,62.95,44.79,47.5,163.44,168.96,173.1,177.19
1151,15,Side,46.69,45.17,31.26,29.96,165.3,168.23,168.04,173.91
1151,16,Side,38.13,40.97,22.65,22.83,167.4,168.44,161.97,174.71
1151,17,Side,33.13,34.02,15.67,14.22,168.02,169.51,164.15,173.99
1151,18,Side,34.79,38.49,14.95,19.93,171.84,167.79,162.82,172.81
1151,19,Side,31.31,38.98,15.2,19.42,166.84,168.46,165.4,172.94
1151,20,Side,32.71,32.32,13.88,13.01,169.68,169.04,163.46,171.58
1151,21,Side,28.03,32.08,14.48,12.2,170.42,170.24,162.21,170.71
1151,22,Side,27.72,29.2,14.48,13.47,170.46,169.08,160.27,174.62
1151,23,Side,38.7,34.78,24.32,16.77,171.4,168.29,159.07,179.57
1151,24,Side,43.51,39.98,29.48,24.27,171.52,168.36,157.84,174.28
1151,25,Side,49.24,48.08,37.1,30.01,169.79,169.67,156.94,176.22
1151,26,Side,61.49,59.79,50.67,45.0,165.81,166.13,164.75,176.51
1151,27,Side,84.49,77.25,74.04,62.48,165.21,168.08,163.97,177.4
1151,28,Side,96.47,98.89,86.39,85.83,167.35,168.33,161.81,173.8
1151,29,Side,109.85,111.86,98.43,98.82,168.84,167.05,160.24,174.22
1151,30,Side,124.91,123.9,114.46,110.1,166.96,164.97,166.04,174.75
1151,31,Side,133.78,130.85,126.84,118.54,167.55,165.44,161.24,171.97
1151,32,Side,140.35,137.94,135.3,128.39,165.87,166.26,163.17,169.5
1151,33,Side,143.45,134.35,141.45,127.93,164.58,166.35,164.11,168.33
1151,34,Side,147.23,138.2,146.99,133.85,163.38,166.9,165.74,165.95
1151,35,Side,148.15,143.83,149.36,141.42,162.81,168.0,168.77,158.22
1151,36,Side,143.28,147.12,142.81,147.3,162.54,167.58,169.72,158.29
1151,37,Side,152.68,147.16,156.18,147.38,164.45,168.57,162.77,154.91
1151,38,Side,154.48,147.64,164.83,147.47,160.16,169.46,174.64,155.61
1152,1,Front/Back,179.98,179.98,179.98,179.98,179.98,179.98,179.98,179.98
1152,2,Front/Back,173.59,164.18,160.12,168.89,173.59,164.18,180.0,143.45
1152,3,Front/Back,164.73,164.49,160.12,167.99,164.73,164.49,180.0,144.24
1152,4,Front/Back,166.32,164.38,160.12,167.21,166.32,164.38,180.0,144.24
1152,5,Front/Back,147.69,154.95,149.5,144.29,164.73,177.2,180.0,144.61
1152,6,Front/Back,146.16,160.38,147.45,165.95,164.73,160.38,180.0,140.25
1152,7,Front/Back,141.98,143.39,142.28,138.87,160.55,169.97,180.0,140.55
1152,8,Front/Back,137.21,143.6,139.65,157.41,160.57,151.21,180.0,150.53
1152,9,Front/Back,133.69,135.09,135.71,153.19,160.61,150.42,180.0,162.32
1152,10,Front/Back,142.44,122.74,142.77,135.03,159.79,155.83,180.0,158.41
1152,11,Front/Back,140.74,124.97,139.46,143.2,152.15,149.58,171.05,157.62
1152,12,Front/Back,136.03,121.64,136.51,126.34,147.55,159.4,171.05,180.0
1152,13,Front/Back,124.5,118.85,126.13,123.65,144.43,159.3,171.07,180.0
1152,14,Front/Back,119.24,108.67,121.69,124.11,137.73,148.48,165.31,180.0
1152,15,Front/Back,113.52,101.03,119.13,132.86,134.25,142.04,165.09,180.0
1152,16,Front/Back,105.49,92.91,115.66,115.54,135.84,145.18,171.24,180.0
1152,17,Front/Back,98.83,98.08,97.98,113.01,138.82,149.17,176.98,180.0
1152,18,Front/Back,92.3,95.31,94.66,109.08,138.6,147.05,180.0,180.0
1152,19,Front/Back,86.62,97.98,93.28,106.79,135.59,145.08,180.0,180.0
1152,20,Front/Back,79.81,96.6,89.55,105.61,133.86,143.03,180.0,180.0
1152,21,Front/Back,87.43,87.84,90.43,100.94,133.76,137.23,176.98,180.0
1152,22,Front/Back,81.65,87.65,88.04,103.5,133.29,133.1,180.0,180.0
1152,23,Front/Back,84.2,88.33,90.74,107.63,133.32,129.65,180.0,180.0
1152,24,Front/Back,80.74,90.42,90.07,109.9,131.65,129.7,180.0,180.0
1152,25,Front/Back,84.19,88.83,96.23,108.88,131.65,130.28,180.0,180.0
1152,26,Front/Back,94.74,95.52,102.4,113.61,132.76,132.42,180.0,180.0
1152,27,Front/Back,94.34,97.03,99.46,115.76,133.88,131.78,180.0,180.0
1152,28,Front/Back,108.66,102.25,103.28,115.15,143.18,137.61,180.0,180.0
1152,29,Front/Back,106.86,98.49,102.86,113.89,143.18,135.11,180.0,180.0
1152,30,Front/Back,99.82,106.78,98.75,111.91,139.24,145.38,180.0,180.0
1152,31,Front/Back,121.99,104.63,107.32,108.86,127.78,146.09,154.49,180.0
1152,32,Front/Back,125.53,95.21,107.19,107.63,130.33,137.91,153.1,180.0
1152,33,Front/Back,116.35,97.03,100.12,108.19,137.72,141.05,165.21,180.0
1152,34,Front/Back,118.51,100.16,102.07,109.34,151.59,143.02,180.0,180.0
1152,35,Front/Back,111.66,103.7,101.73,110.97,149.11,145.12,180.0,180.0
1152,36,Front/Back,113.7,112.52,106.49,121.91,149.88,145.83,180.0,180.0
1152,37,Front/Back,118.39,116.5,105.97,119.64,156.12,151.25,180.0,180.0
1152,38,Front/Back,125.92,124.26,114.37,124.23,155.14,150.36,180.0,180.0
1152,39,Front/Back,128.64,123.07,108.86,124.78,166.29,152.1,180.0,180.0
1152,40,Front/Back,137.21,129.44,119.09,135.59,161.91,149.71,177.18,180.0
1152,41,Front/Back,150.59,137.87,129.07,139.99,156.23,153.81,167.85,180.0
1152,42,Front/Back,150.88,144.19,144.95,135.08,168.23,156.62,180.0,169.02
1152,43,Front/Back,180.0,158.61,162.63,140.17,157.43,161.49,157.43,161.49
1152,44,Front/Back,180.0,155.75,163.02,141.2,150.43,153.89,150.43,153.89
1153,1,Side,141.23,133.96,144.64,144.59,170.44,177.66,50.77,59.3
1153,2,Side,128.85,129.71,134.05,137.2,174.81,175.77,49.05,58.9
1153,3,Side,122.76,126.31,126.61,130.63,175.38,176.87,46.15,67.04
1153,4,Side,122.39,120.78,128.16,123.4,175.38,179.1,43.62,70.35
1153,5,Side,120.15,116.55,125.93,116.13,175.39,178.16,42.3,73.45
1153,6,Side,118.99,114.88,124.77,116.65,174.25,178.81,46.09,72.18
1153,7,Side,118.32,115.26,122.5,118.8,174.16,179.03,48.42,79.86
1153,8,Side,120.74,114.93,124.55,123.08,173.35,178.01,52.08,84.85
1153,9,Side,112.07,106.79,115.54,113.2,176.93,179.97,63.18,89.67
1153,10,Side,109.86,103.81,115.05,112.32,176.99,179.84,64.06,96.69
1153,11,Side,105.52,103.91,110.57,117.05,176.99,178.99,64.82,102.91
1153,12,Side,103.88,99.81,109.95,114.6,177.38,179.96,70.28,106.18
1153,13,Side,100.66,95.78,106.72,113.5,177.3,178.26,78.86,106.53
1153,14,Side,106.62,92.7,112.06,110.87,172.99,178.27,89.57,110.68
1153,15,Side,103.57,85.98,108.99,106.11,171.79,178.71,97.41,113.01
1153,16,Side,99.06,81.47,106.5,103.32,171.63,178.52,105.76,115.7
1153,17,Side,95.75,77.54,103.17,98.69,170.2,176.06,110.45,116.47
1153,18,Side,90.33,72.96,96.34,94.11,168.61,175.3,116.64,118.78
1153,19,Side,81.84,69.87,86.9,91.47,166.37,173.58,101.64,118.91
1153,20,Side,73.23,65.52,77.72,88.57,165.32,171.23,105.26,120.72
1153,21,Side,69.91,62.61,75.74,85.77,165.17,171.71,106.08,122.5
1153,22,Side,66.9,58.88,73.41,81.74,166.12,171.42,110.21,123.2
1153,23,Side,65.43,57.85,73.29,80.25,167.74,171.28,104.48,124.04
1153,24,Side,67.62,62.71,75.47,86.17,168.93,172.67,103.37,124.38
1153,25,Side,73.86,67.98,80.99,91.85,169.82,173.41,110.06,124.58
1153,26,Side,82.77,74.9,84.22,99.35,166.27,174.31,103.73,125.57
1153,27,Side,90.37,81.07,91.82,105.52,168.27,175.17,110.27,125.16
1153,28,Side,97.66,89.45,99.85,111.73,171.71,174.21,108.43,119.33
1153,29,Side,91.51,97.65,89.77,119.16,176.7,174.23,106.46,118.58
1153,30,Side,102.08,106.73,111.85,125.91,177.84,174.89,81.81,119.31
1153,31,Side,111.09,110.53,117.71,129.71,175.35,175.77,84.64,114.79
1153,32,Side,109.65,117.13,108.89,135.1,173.9,174.82,76.24,109.45
1153,33,Side,116.11,120.64,115.35,138.37,174.11,174.95,70.84,102.59
1153,34,Side,125.53,123.95,130.49,139.86,174.43,175.55,55.93,95.39
1153,35,Side,119.35,125.23,123.44,140.81,175.78,175.57,63.26,96.12
1153,36,Side,120.23,124.16,124.97,138.5,176.38,176.95,62.07,96.49
1153,37,Side,120.71,121.62,127.7,137.55,176.89,178.57,56.64,97.3
1153,38,Side,120.27,118.28,128.07,131.16,177.4,176.98,56.34,101.24
1154,1,Front/Back,180.0,121.06,133.61,121.06,180.0,180.0,156.45,180.0
1154,2,Front/Back,180.0,121.06,133.61,121.06,180.0,180.0,152.46,180.0
1154,3,Front/Back,180.0,121.06,133.61,121.06,180.0,180.0,149.49,180.0
1154,4,Front/Back,180.0,131.13,133.72,108.58,180.0,180.0,145.76,180.0
1154,5,Front/Back,180.0,131.61,133.72,109.78,180.0,180.0,140.07,154.6
1154,6,Front/Back,180.0,134.76,134.04,105.74,180.0,180.0,137.47,146.16
1154,7,Front/Back,179.99,134.76,137.24,105.74,179.99,180.0,134.63,139.68
1154,8,Front/Back,167.23,134.76,137.56,105.74,167.23,180.0,135.47,140.78
1154,9,Front/Back,175.06,131.61,134.04,102.59,175.06,180.0,153.04,137.84
1154,10,Front/Back,166.27,131.61,150.06,102.59,166.27,180.0,180.0,143.93
1154,11,Front/Back,174.29,134.76,150.68,99.92,159.02,175.25,150.16,134.93
1154,12,Front/Back,165.97,134.76,146.03,99.38,150.81,137.54,138.28,103.69
1154,13,Front/Back,156.99,132.28,146.03,97.43,145.73,142.74,136.05,88.74
1154,14,Front/Back,150.54,126.44,141.88,97.43,141.73,136.9,142.08,88.53
1154,15,Front/Back,150.58,113.03,141.88,97.43,134.87,123.24,124.85,90.67
1154,16,Front/Back,147.76,101.72,141.88,109.7,133.87,118.42,116.68,93.37
1154,17,Front/Back,145.21,102.92,142.65,129.29,138.26,121.8,124.73,98.97
1154,18,Front/Back,142.79,97.36,142.65,126.44,142.79,126.26,131.68,120.9
1154,19,Front/Back,140.44,96.67,142.64,118.19,140.46,121.99,131.68,129.85
1154,20,Front/Back,123.91,95.19,129.29,108.71,138.27,131.1,129.07,121.35
1154,21,Front/Back,110.81,95.05,124.55,106.75,134.15,147.72,127.09,130.8
1154,22,Front/Back,106.17,94.86,117.31,116.37,132.52,150.24,126.02,131.34
1154,23,Front/Back,104.28,93.17,117.31,105.16,130.62,147.43,116.99,137.84
1154,24,Front/Back,98.28,85.57,111.31,120.74,130.62,144.83,114.88,137.84
1154,25,Front/Back,93.2,85.57,106.23,112.49,130.62,144.83,116.86,151.1
1154,26,Front/Back,93.2,83.12,102.4,112.49,130.62,142.38,116.76,141.54
1154,27,Front/Back,88.71,79.19,97.91,96.69,130.62,140.67,118.14,139.48
1154,28,Front/Back,87.66,77.46,100.22,95.31,127.25,140.33,118.24,134.46
1154,29,Front/Back,83.31,75.16,96.14,93.01,126.99,140.33,128.18,133.99
1154,30,Front/Back,84.48,68.63,98.79,90.81,125.5,136.0,123.78,133.99
1154,31,Front/Back,85.83,68.63,103.04,90.81,123.8,136.0,125.22,139.68
1154,32,Front/Back,85.81,66.59,102.68,90.81,124.14,133.96,123.78,136.76
1154,33,Front/Back,78.46,66.59,97.5,90.81,125.84,133.96,126.33,136.42
1154,34,Front/Back,82.84,65.69,92.72,82.38,127.58,134.3,126.02,139.34
1154,35,Front/Back,78.46,72.18,90.07,78.33,125.84,131.25,125.77,140.75
1154,36,Front/Back,76.73,68.97,95.37,74.78,126.25,121.54,125.58,134.66
1154,37,Front/Back,75.88,66.88,94.52,72.69,123.8,121.54,125.58,134.43
1154,38,Front/Back,72.43,71.09,87.76,65.95,122.13,118.17,124.29,122.52
1154,39,Front/Back,70.8,68.97,87.76,65.95,120.49,116.66,126.02,124.26
1154,40,Front/Back,69.19,70.75,87.76,62.04,118.88,113.38,126.02,117.71
1154,41,Front/Back,68.03,66.61,84.67,59.73,120.82,116.0,132.63,125.88
1154,42,Front/Back,65.65,66.68,83.58,59.51,119.52,111.9,136.05,121.49
1154,43,Front/Back,63.81,55.4,80.01,58.11,121.25,125.85,134.37,148.56
1154,44,Front/Back,67.9,50.8,87.04,65.99,103.01,130.86,118.94,164.57
1154,45,Front/Back,70.95,56.09,74.4,66.81,87.15,120.54,109.43,165.2
1154,46,Front/Back,74.67,64.36,85.97,74.12,82.37,113.8,106.91,151.57
1154,47,Front/Back,66.33,68.09,82.63,77.77,87.57,113.88,119.35,136.82
1154,48,Front/Back,64.63,63.95,82.23,85.58,86.72,118.95,122.1,139.2
1154,49,Front/Back,75.73,77.06,83.75,96.75,92.72,133.19,127.76,144.8
1154,50,Front/Back,57.9,59.62,75.94,100.84,86.1,121.62,143.56,144.8
1154,51,Front/Back,55.7,52.32,74.94,108.95,85.44,123.36,144.1,149.84
1154,52,Front/Back,53.54,49.81,74.19,107.92,88.0,121.88,148.07,146.16
1154,53,Front/Back,54.12,49.22,71.03,107.09,87.72,122.11,149.09,154.0
1154,54,Front/Back,54.69,57.84,71.18,113.74,87.58,119.05,128.74,148.95
1154,55,Front/Back,55.54,75.96,71.6,113.51,88.01,102.11,134.74,109.13
1154,56,Front/Back,69.87,105.44,73.43,117.7,104.09,130.02,137.98,115.85
1154,57,Front/Back,68.22,97.78,71.28,114.97,108.12,127.94,155.66,119.12
1154,58,Front/Back,62.27,56.02,74.11,109.01,106.04,127.01,140.63,158.89
1154,59,Front/Back,70.69,67.17,80.46,102.75,113.8,106.7,166.11,127.53
1154,60,Front/Back,70.02,72.98,86.76,110.66,128.14,107.45,160.21,130.36
1154,61,Front/Back,76.58,74.15,91.02,113.82,130.44,111.9,160.21,129.97
1154,62,Front/Back,75.36,71.73,94.76,111.4,128.49,115.85,152.02,155.52
1154,63,Front/Back,86.62,74.18,104.21,116.06,130.3,118.06,148.95,159.94
1154,64,Front/Back,88.18,79.18,105.59,121.06,134.15,123.72,148.95,165.61
1154,65,Front/Back,126.8,86.77,151.56,126.44,126.8,125.94,148.53,165.61
1154,66,Front/Back,128.78,98.33,151.56,144.37,128.78,133.96,151.7,180.0
1154,67,Front/Back,130.44,101.53,150.68,147.22,130.44,134.3,151.45,180.0
1154,68,Front/Back,134.29,108.99,150.68,152.97,134.29,136.0,151.7,180.0
1154,69,Front/Back,145.78,118.79,156.14,158.45,145.78,140.33,165.75,180.0
1154,70,Front/Back,151.2,142.94,164.59,165.82,151.2,132.95,151.45,155.85
1154,71,Front/Back,147.91,148.53,164.59,179.97,147.91,148.54,155.39,180.0
1154,72,Front/Back,179.97,179.98,179.97,179.97,179.98,179.98,179.98,179.98
1155,1,Front/Back,179.98,179.98,179.97,179.97,179.98,179.98,179.97,179.97
1155,2,Front/Back,154.21,165.3,130.38,165.3,179.99,171.14,179.97,171.14
1155,3,Front/Back,157.49,162.14,141.97,162.13,171.68,171.14,179.97,164.02
1155,4,Front/Back,153.7,162.14,141.04,150.99,168.1,170.5,179.98,152.29
1155,5,Front/Back,153.72,159.85,128.55,147.45,168.92,170.5,168.9,151.35
1155,6,Front/Back,152.22,155.58,127.05,143.17,165.36,166.18,165.34,153.17
1155,7,Front/Back,144.07,158.93,126.81,140.69,155.53,166.63,163.43,142.82
1155,8,Front/Back,142.43,159.9,128.55,137.9,153.58,180.0,165.34,159.54
1155,9,Front/Back,141.26,157.96,130.79,135.96,151.67,180.0,163.43,159.54
1155,10,Front/Back,145.36,154.67,123.11,127.01,163.44,180.0,163.43,159.54
1155,11,Front/Back,142.1,157.31,142.1,129.02,154.36,180.0,154.34,164.39
1155,12,Front/Back,142.97,148.56,130.54,123.05,160.48,172.63,160.46,180.0
1155,13,Front/Back,143.77,154.23,131.24,121.19,159.0,161.26,158.98,161.26
1155,14,Front/Back,132.19,155.31,117.51,120.17,145.84,158.72,157.6,158.72
1155,15,Front/Back,139.73,158.3,135.24,123.06,144.47,160.84,152.08,160.84
1155,16,Front/Back,135.18,180.0,116.58,137.84,145.08,155.53,152.98,155.53
1155,17,Front/Back,147.36,180.0,135.24,136.21,151.92,155.53,151.9,155.53
1155,18,Front/Back,146.11,138.41,133.99,120.89,150.02,153.74,150.0,156.98
1155,19,Front/Back,148.0,139.38,135.87,120.17,144.66,153.84,144.64,180.0
1155,20,Front/Back,148.67,157.8,136.54,141.16,145.43,157.8,145.41,180.0
1155,21,Front/Back,149.51,157.83,137.39,141.16,143.79,157.83,143.77,180.0
1155,22,Front/Back,149.51,180.0,137.39,139.35,142.23,161.79,142.22,161.79
1155,23,Front/Back,149.51,155.51,137.39,119.93,141.49,171.01,141.47,176.07
1155,24,Front/Back,154.36,146.41,142.24,118.78,140.77,141.69,140.75,154.74
1155,25,Front/Back,154.36,140.14,142.24,114.66,140.21,132.3,140.19,147.47
1155,26,Front/Back,154.36,139.12,142.24,111.21,138.29,129.97,138.27,140.85
1155,27,Front/Back,155.23,138.44,143.11,110.76,139.55,131.49,139.54,142.6
1155,28,Front/Back,153.84,138.4,153.84,115.51,144.56,133.14,144.55,131.66
1155,29,Front/Back,152.56,139.87,152.56,114.93,146.19,135.27,146.17,134.97
1155,30,Front/Back,145.39,144.47,145.39,117.65,148.83,138.93,148.82,152.76
1155,31,Front/Back,144.47,150.44,144.47,120.84,143.79,141.68,143.77,152.76
1155,32,Front/Back,143.77,145.91,143.77,114.66,143.79,143.75,143.77,154.83
1155,33,Front/Back,143.27,149.32,143.27,118.06,145.43,146.03,145.41,157.09
1155,34,Front/Back,144.96,143.16,144.96,114.66,146.29,143.14,146.27,156.96
1155,35,Front/Back,136.01,141.71,142.87,115.51,143.02,149.38,149.86,165.5
1155,36,Front/Back,136.11,136.36,142.97,113.83,150.53,149.76,157.37,143.38
1155,37,Front/Back,130.45,134.73,141.36,112.19,147.82,149.76,158.71,169.56
1155,38,Front/Back,132.85,132.18,143.77,107.59,146.7,152.74,157.6,170.5
1155,39,Front/Back,131.06,133.8,144.91,109.21,143.78,162.24,157.6,180.0
1155,40,Front/Back,131.55,134.56,148.0,107.66,142.55,145.8,158.98,161.26
1155,41,Front/Back,147.36,137.94,147.36,108.63,159.0,166.95,158.98,180.0
1155,42,Front/Back,145.49,135.04,145.49,108.42,157.62,164.3,157.6,180.0
1155,43,Front/Back,153.18,137.54,153.18,110.92,154.13,164.3,154.11,180.0
1155,44,Front/Back,157.86,139.14,157.86,109.86,154.13,166.95,154.11,180.0
1155,45,Front/Back,156.26,135.84,156.26,110.71,147.44,164.55,147.42,180.0
1155,46,Front/Back,154.86,142.69,154.86,112.2,145.77,169.9,145.75,180.0
1155,47,Front/Back,153.63,143.95,153.63,113.83,144.88,169.53,144.86,180.0
1155,48,Front/Back,156.26,153.75,156.26,113.28,147.83,180.0,147.82,180.0
1155,49,Front/Back,157.58,151.16,147.83,117.12,150.92,173.57,150.9,180.0
1155,50,Front/Back,158.8,153.06,149.05,119.02,153.19,173.57,153.17,180.0
1155,51,Front/Back,163.33,158.96,153.58,128.95,155.68,169.53,155.67,180.0
1155,52,Front/Back,162.9,169.21,154.65,139.53,158.47,169.21,158.45,180.0
1155,53,Front/Back,160.15,173.06,154.12,139.68,159.48,173.06,159.46,180.0
1155,54,Front/Back,160.0,180.0,159.98,139.68,159.48,180.0,159.46,180.0
1155,55,Front/Back,145.93,180.0,159.98,139.68,165.94,180.0,179.98,180.0
1155,56,Front/Back,148.57,180.0,160.0,139.88,168.57,180.0,179.98,180.0
1155,57,Front/Back,152.37,180.0,160.0,139.88,167.7,180.0,175.31,180.0
