Sequence_ID,Frame,Head_x,Head_y,L_Sho_x,L_Sho_y,R_Sho_x,R_Sho_y,L_Elb_x,L_Elb_y,R_Elb_x,R_Elb_y,L_Wri_x,L_Wri_y,R_Wri_x,R_Wri_y,L_Hip_x,L_Hip_y,R_Hip_x,R_Hip_y,L_Kne_x,L_Kne_y,R_Kne_x,R_Kne_y,L_Ank_x,L_Ank_y,R_Ank_x,R_Ank_y
1348,13,82.5,240.0,114.0,166.5,208.5,208.5,-171.0,178.5,336.0,178.5,-117.0,270.0,282.0,270.0,256.5,138.0,324.0,151.5,322.5,139.5,358.5,147.0,-222.0,127.5,387.0,127.5
1348,14,84.0,246.0,114.0,177.0,207.0,219.0,-168.0,178.5,336.0,178.5,-117.0,271.5,285.0,271.5,255.0,142.5,321.0,153.0,321.0,141.0,358.5,147.0,-219.0,129.0,387.0,129.0
1348,15,85.5,253.5,114.0,180.0,207.0,226.5,157.5,130.5,333.0,183.0,-114.0,271.5,285.0,271.5,253.5,145.5,318.0,153.0,321.0,142.5,358.5,147.0,-216.0,129.0,387.0,129.0
1348,16,87.0,261.0,111.0,192.0,207.0,234.0,-159.0,181.5,333.0,181.5,-112.5,270.0,286.5,270.0,255.0,147.0,318.0,153.0,324.0,136.5,358.5,147.0,373.5,120.0,388.5,130.5
1348,17,87.0,261.0,112.5,183.0,208.5,226.5,-160.5,178.5,334.5,178.5,-111.0,270.0,285.0,270.0,258.0,144.0,319.5,151.5,321.0,139.5,357.0,145.5,373.5,118.5,388.5,130.5
1348,18,85.5,249.0,117.0,169.5,210.0,219.0,-165.0,178.5,336.0,178.5,-111.0,268.5,282.0,268.5,261.0,141.0,319.5,151.5,325.5,133.5,358.5,145.5,373.5,117.0,388.5,130.5
1348,19,84.0,237.0,120.0,163.5,210.0,208.5,-168.0,178.5,336.0,178.5,-114.0,268.5,282.0,268.5,258.0,139.5,319.5,150.0,322.5,136.5,358.5,144.0,373.5,117.0,388.5,130.5
1348,20,82.5,223.5,120.0,151.5,210.0,196.5,-168.0,180.0,333.0,180.0,-117.0,267.0,282.0,267.0,264.0,133.5,321.0,150.0,324.0,135.0,360.0,144.0,375.0,117.0,388.5,132.0
1348,21,81.0,213.0,121.5,141.0,210.0,186.0,-169.5,178.5,331.5,178.5,-118.5,267.0,280.5,267.0,-162.0,150.0,324.0,150.0,-199.5,141.0,361.5,141.0,-226.5,132.0,388.5,132.0
1348,22,79.5,192.0,123.0,126.0,210.0,165.0,-174.0,177.0,333.0,177.0,-121.5,267.0,280.5,267.0,-166.5,150.0,325.5,150.0,-204.0,138.0,363.0,138.0,-229.5,132.0,388.5,132.0
1348,23,79.5,171.0,124.5,111.0,211.5,147.0,-172.5,175.5,331.5,175.5,133.5,222.0,282.0,270.0,-166.5,145.5,325.5,145.5,-205.5,136.5,364.5,136.5,-229.5,132.0,388.5,132.0
1348,24,79.5,150.0,120.0,99.0,228.0,139.5,-171.0,175.5,330.0,175.5,133.5,222.0,282.0,270.0,-168.0,139.5,327.0,139.5,-205.5,135.0,364.5,135.0,-229.5,132.0,388.5,132.0
1348,25,79.5,130.5,124.5,84.0,229.5,126.0,-165.0,174.0,324.0,174.0,133.5,222.0,282.0,270.0,-168.0,135.0,327.0,135.0,-207.0,132.0,366.0,132.0,-229.5,132.0,388.5,132.0
1348,26,81.0,114.0,-69.0,106.5,231.0,106.5,-160.5,172.5,322.5,172.5,133.5,222.0,280.5,270.0,-166.5,129.0,328.5,129.0,-204.0,129.0,366.0,129.0,-226.5,132.0,388.5,132.0
1348,27,82.5,103.5,-52.5,76.5,217.5,76.5,-150.0,174.0,315.0,174.0,132.0,223.5,279.0,270.0,-162.0,124.5,327.0,124.5,-202.5,127.5,367.5,127.5,-223.5,132.0,388.5,132.0
1348,28,85.5,91.5,-49.5,61.5,220.5,61.5,151.5,138.0,313.5,172.5,133.5,222.0,279.0,270.0,-157.5,118.5,328.5,118.5,-196.5,126.0,367.5,126.0,-217.5,132.0,388.5,132.0
1348,29,88.5,81.0,-46.5,54.0,223.5,54.0,151.5,138.0,310.5,171.0,133.5,222.0,279.0,270.0,-151.5,118.5,328.5,118.5,-190.5,124.5,367.5,124.5,-211.5,132.0,388.5,132.0
1348,30,91.5,69.0,-55.5,55.5,238.5,55.5,150.0,142.5,307.5,171.0,133.5,222.0,279.0,270.0,-147.0,118.5,330.0,118.5,-186.0,124.5,369.0,124.5,-205.5,132.0,388.5,132.0
1349,1,255.0,12.0,145.5,16.5,351.0,16.5,114.0,153.0,369.0,144.0,93.0,292.5,394.5,294.0,181.5,172.5,297.0,168.0,220.5,211.5,267.0,211.5,227.25,216.75,257.25,218.25
1349,2,255.0,15.0,157.5,21.0,349.5,16.5,117.0,156.0,372.0,144.0,87.0,292.5,394.5,292.5,181.5,175.5,295.5,172.5,220.5,213.0,268.5,211.5,226.5,220.5,256.5,222.0
1349,3,252.0,19.5,153.0,24.0,348.0,18.0,114.0,157.5,376.5,145.5,85.5,292.5,394.5,291.0,181.5,180.0,295.5,178.5,220.5,214.5,265.5,214.5,226.5,225.75,256.5,227.25
1349,4,252.0,27.0,142.5,18.0,345.0,19.5,97.5,159.0,381.0,145.5,88.5,292.5,396.0,289.5,186.0,184.5,295.5,181.5,216.0,214.5,267.0,213.0,228.75,229.5,258.75,231.0
1349,5,252.0,25.5,141.0,22.5,346.5,25.5,90.0,160.5,387.0,150.0,91.5,295.5,396.0,289.5,187.5,189.0,297.0,186.0,217.5,217.5,264.0,213.0,230.25,234.0,260.25,235.5
1349,6,252.0,28.5,139.5,27.0,348.0,30.0,82.5,163.5,391.5,154.5,91.5,295.5,397.5,291.0,187.5,193.5,297.0,190.5,216.93,222.48,264.09,218.04,230.25,238.5,260.25,240.0
1349,7,252.0,34.5,133.5,34.5,351.0,37.5,78.0,166.5,397.5,159.0,91.5,295.5,397.5,291.0,189.0,196.5,297.0,196.5,217.11,227.46,264.93,223.08,231.0,243.0,261.0,244.5
1349,8,253.5,42.0,130.5,51.0,352.5,51.0,75.0,168.0,408.0,172.5,91.5,295.5,397.5,291.0,190.5,214.5,288.0,210.0,212.79,243.69,261.27,239.37,227.25,258.75,257.25,260.25
1349,9,256.5,58.5,127.5,60.0,354.0,66.0,69.0,172.5,414.0,175.5,91.5,295.5,396.0,297.0,189.0,220.5,288.0,217.5,211.47,250.92,260.61,246.66,226.5,265.5,256.5,267.0
1349,10,259.5,94.5,126.0,69.0,354.0,75.0,63.0,174.0,418.5,175.5,91.5,295.5,396.0,297.0,189.0,226.5,288.0,226.5,210.9,258.9,260.7,254.7,226.5,273.0,256.5,274.5
1349,11,256.5,114.0,126.0,91.5,354.0,78.0,60.0,178.5,423.0,178.5,91.5,295.5,396.0,297.0,189.0,231.0,289.5,228.0,211.08,262.38,261.54,258.24,227.25,276.0,257.25,277.5
1349,12,253.5,135.0,129.0,93.0,355.5,87.0,58.5,181.5,427.5,180.0,91.5,295.5,396.0,297.0,187.962,229.385,290.769,228.231,210.625,262.168,261.745,258.088,227.365,275.308,257.365,276.808
1349,13,256.5,139.5,127.5,102.0,364.5,99.0,57.0,183.0,429.0,186.0,91.5,295.5,396.0,297.0,186.923,227.769,292.038,228.462,210.171,261.955,261.951,257.935,227.481,274.615,257.481,276.115
1349,14,255.0,163.5,118.5,127.5,364.5,115.5,57.0,184.5,432.0,190.5,91.5,295.5,396.0,297.0,185.885,226.154,293.308,228.692,209.716,261.743,262.156,257.783,227.596,273.923,257.596,275.423
1349,15,256.5,174.0,117.0,132.0,364.5,123.0,54.0,184.5,433.5,189.0,91.5,295.5,396.0,297.0,184.846,224.538,294.577,228.923,209.262,261.531,262.362,257.631,227.712,273.231,257.712,274.731
1349,16,258.0,187.5,124.5,130.5,364.5,129.0,52.5,186.0,435.0,186.0,91.5,295.5,396.0,297.0,183.808,222.923,295.846,229.154,208.807,261.318,262.567,257.478,227.827,272.538,257.827,274.038
1349,17,259.5,189.0,124.5,130.5,366.0,130.5,57.0,183.0,439.5,181.5,91.5,295.5,400.5,297.0,182.769,221.308,297.115,229.385,208.352,261.106,262.772,257.326,227.942,271.846,257.942,273.346
1349,18,261.0,190.5,126.0,135.0,367.5,130.5,55.5,183.0,432.0,181.5,91.5,295.5,400.5,298.5,181.731,219.692,298.385,229.615,207.898,260.894,262.978,257.174,228.058,271.154,258.058,272.654
1349,19,261.0,183.0,127.5,139.5,367.5,129.0,55.5,183.0,439.5,184.5,91.5,295.5,399.0,297.0,180.692,218.077,299.654,229.846,207.443,260.682,263.183,257.022,228.173,270.462,258.173,271.962
1349,20,262.5,177.0,127.5,136.5,370.5,127.5,55.5,181.5,438.0,184.5,91.5,295.5,399.0,297.0,179.654,216.462,300.923,230.077,206.988,260.469,263.388,256.869,228.288,269.769,258.288,271.269
1349,21,264.0,171.0,126.0,132.0,372.0,123.0,57.0,180.0,438.0,183.0,91.5,295.5,397.5,292.5,178.615,214.846,302.192,230.308,206.534,260.257,263.594,256.717,228.404,269.077,258.404,270.577
1349,22,267.0,157.5,126.0,127.5,372.0,118.5,60.0,178.5,438.0,181.5,91.5,295.5,397.5,292.5,177.577,213.231,303.462,230.538,206.079,260.045,263.799,256.565,228.519,268.385,258.519,269.885
1349,23,270.0,141.0,127.5,123.0,375.0,115.5,63.0,175.5,441.0,180.0,85.5,292.5,397.5,292.5,176.538,211.615,304.731,230.769,205.625,259.832,264.005,256.412,228.635,267.692,258.635,269.192
1349,24,267.0,120.0,130.5,108.0,367.5,93.0,66.0,177.0,438.0,180.0,91.5,295.5,397.5,292.5,175.5,210.0,306.0,231.0,205.17,259.62,264.21,256.26,228.75,267.0,258.75,268.5
1349,25,265.5,99.0,124.5,91.5,366.0,93.0,69.0,177.0,433.5,181.5,91.5,295.5,397.5,292.5,175.5,207.0,310.5,202.5,206.85,244.35,266.55,241.05,231.0,251.25,261.0,252.75
1349,26,265.5,85.5,127.5,84.0,364.5,85.5,70.5,175.5,429.0,180.0,91.5,295.5,396.0,297.0,175.5,202.5,307.5,196.5,204.78,239.58,265.14,236.34,229.5,246.0,259.5,247.5
1349,27,264.0,72.0,129.0,75.0,364.5,79.5,72.0,175.5,426.0,180.0,91.5,295.5,396.0,297.0,177.0,198.0,304.5,192.0,203.46,235.56,264.48,232.38,228.75,241.5,258.75,243.0
1349,28,262.5,58.5,129.0,63.0,363.0,70.5,76.5,175.5,424.5,177.0,91.5,295.5,397.5,292.5,175.5,192.0,304.5,186.0,202.14,230.04,263.82,226.92,228.0,235.5,258.0,237.0
1349,29,262.5,52.5,132.0,54.0,357.0,54.0,81.0,175.5,423.0,178.5,91.5,295.5,396.0,292.5,177.0,186.0,304.5,178.5,202.32,223.77,264.66,220.71,228.0,235.5,258.0,237.0
1349,30,261.0,40.5,133.5,43.5,354.0,46.5,84.0,172.5,417.0,171.0,91.5,295.5,396.0,292.5,177.0,178.5,303.0,172.5,201.0,217.5,264.0,214.5,228.0,235.5,258.0,235.5
1349,31,259.5,31.5,138.0,33.0,352.5,33.0,88.5,166.5,409.5,163.5,91.5,295.5,396.0,292.5,190.5,190.5,303.0,166.5,201.0,213.0,265.5,213.0,228.0,235.5,258.0,229.5
1349,32,259.5,21.0,144.0,27.0,351.0,25.5,99.0,160.5,387.0,160.5,93.0,292.5,396.0,292.5,190.5,186.0,292.5,178.5,213.0,213.0,273.0,210.0,228.0,235.5,258.0,229.5
1349,33,259.5,19.5,138.0,21.0,349.5,22.5,105.0,150.0,379.5,160.5,93.0,292.5,396.0,292.5,192.0,184.5,304.5,163.5,211.5,210.0,267.0,205.5,229.5,235.5,258.0,229.5
1349,34,258.0,19.5,139.5,18.0,346.5,16.5,111.0,147.0,367.5,159.0,93.0,292.5,396.0,292.5,193.5,184.5,292.5,175.5,199.5,202.5,267.0,205.5,229.5,235.5,258.0,229.5
1349,35,258.0,18.0,139.5,16.5,346.5,16.5,111.0,147.0,367.5,159.0,93.0,292.5,396.0,292.5,193.5,184.5,291.0,175.5,199.5,202.5,274.5,204.0,229.5,235.5,258.0,229.5
1349,36,258.0,16.5,139.5,16.5,346.5,16.5,111.0,147.0,367.5,159.0,93.0,292.5,396.0,292.5,193.5,184.5,291.0,175.5,199.5,202.5,274.5,204.0,229.5,235.5,258.0,229.5
1349,37,253.5,16.5,139.5,16.5,346.5,16.5,111.0,147.0,367.5,159.0,93.0,292.5,396.0,292.5,193.5,184.5,291.0,175.5,199.5,202.5,274.5,204.0,229.5,235.5,258.0,229.5
1350,1,117.354,57.312,31.385,115.99,203.323,115.99,129.635,167.844,211.51,181.49,28.656,279.74,206.052,279.74,-68.229,120.083,302.938,120.083,-106.438,147.375,341.146,147.375,-161.021,176.031,395.729,176.031
1350,2,113.26,64.135,25.927,120.083,200.594,120.083,129.635,167.844,211.51,182.854,20.469,278.375,206.052,278.375,-76.417,121.448,302.938,121.448,-114.625,147.375,341.146,147.375,-169.208,174.667,395.729,174.667
1350,3,107.802,72.323,16.375,124.177,199.229,124.177,128.271,167.844,214.24,184.219,9.552,277.01,206.052,277.01,-87.333,122.812,302.938,122.812,-125.542,148.74,341.146,148.74,-180.125,174.667,395.729,174.667
1350,4,103.708,79.146,9.552,129.635,197.865,129.635,128.271,167.844,215.604,186.948,1.365,277.01,206.052,277.01,-94.156,124.177,301.573,124.177,-132.365,150.104,339.781,150.104,-189.677,173.302,397.094,173.302
1350,5,98.25,87.333,0.0,133.729,196.5,133.729,128.271,167.844,216.969,188.312,-9.552,275.646,206.052,275.646,-105.073,125.542,301.573,125.542,-143.281,150.104,339.781,150.104,-200.594,171.938,397.094,171.938
1350,6,94.156,95.521,-8.188,139.188,196.5,139.188,-31.385,191.042,219.698,191.042,-17.74,274.281,206.052,274.281,-114.625,128.271,302.938,128.271,-151.469,152.833,339.781,152.833,-208.781,171.938,397.094,171.938
1350,7,94.156,107.802,-6.823,143.281,195.135,143.281,-32.75,193.771,221.062,193.771,-19.104,274.281,207.417,274.281,-113.26,133.729,301.573,133.729,-151.469,154.198,339.781,154.198,-208.781,170.573,397.094,170.573
1350,8,94.156,121.448,-5.458,147.375,193.771,147.375,-35.479,197.865,223.792,197.865,-15.01,281.104,203.323,281.104,-111.896,139.188,300.208,139.188,-151.469,155.562,339.781,155.562,-208.781,169.208,397.094,169.208
1350,9,95.521,135.094,-4.094,151.469,195.135,151.469,-42.302,210.146,233.344,210.146,-12.281,281.104,203.323,281.104,-98.25,155.562,289.292,155.562,-148.74,158.292,339.781,158.292,-206.052,169.208,397.094,169.208
1350,10,95.521,148.74,0.0,155.562,191.042,155.562,-45.031,214.24,236.073,214.24,-12.281,279.74,203.323,279.74,-96.885,159.656,287.927,159.656,-148.74,161.021,339.781,161.021,-207.417,167.844,398.458,167.844
1350,11,96.885,162.385,4.094,161.021,189.677,161.021,-46.396,218.333,240.167,218.333,-9.552,279.74,203.323,279.74,-92.792,165.115,286.562,165.115,-146.01,163.75,339.781,163.75,-204.687,167.844,398.458,167.844
1350,12,95.521,167.844,1.365,167.844,189.677,167.844,-47.76,218.333,238.802,218.333,-12.281,279.74,203.323,279.74,-95.521,167.844,286.562,167.844,-150.104,165.115,341.146,165.115,-207.417,167.844,398.458,167.844
1350,13,95.521,173.302,0.0,174.667,191.042,174.667,-47.76,218.333,238.802,218.333,-12.281,279.74,203.323,279.74,-94.156,169.208,285.198,169.208,-147.375,167.844,338.417,167.844,-207.417,166.479,398.458,166.479
1350,14,95.521,178.76,1.365,185.583,189.677,185.583,-49.125,218.333,240.167,218.333,-12.281,279.74,203.323,279.74,-94.156,171.938,285.198,171.938,-147.375,169.208,338.417,169.208,-207.417,166.479,398.458,166.479
1350,15,95.521,184.219,1.365,191.042,189.677,191.042,-49.125,218.333,240.167,218.333,-12.281,279.74,203.323,279.74,-94.156,174.667,285.198,174.667,-147.375,170.573,338.417,170.573,-207.417,166.479,398.458,166.479
1350,16,95.521,191.042,1.365,196.5,189.677,196.5,-47.76,216.969,238.802,216.969,-12.281,279.74,203.323,279.74,-94.156,177.396,285.198,177.396,-148.74,171.938,339.781,171.938,-208.781,166.479,399.823,166.479
1350,17,95.521,192.406,-1.365,191.042,192.406,191.042,-47.76,216.969,238.802,216.969,-12.281,279.74,203.323,279.74,-94.156,176.031,285.198,176.031,-148.74,171.938,339.781,171.938,-208.781,165.115,399.823,165.115
1350,18,95.521,193.771,-2.729,193.771,193.771,193.771,-49.125,219.698,240.167,219.698,-12.281,279.74,203.323,279.74,-94.156,174.667,285.198,174.667,-150.104,171.938,341.146,171.938,-208.781,165.115,399.823,165.115
1350,19,95.521,195.135,-2.729,195.135,193.771,195.135,-49.125,219.698,240.167,219.698,-12.281,279.74,203.323,279.74,-94.156,174.667,285.198,174.667,-155.562,170.573,346.604,170.573,-208.781,165.115,399.823,165.115
1350,20,95.521,196.5,-2.729,196.5,193.771,196.5,-49.125,221.062,240.167,221.062,-12.281,279.74,203.323,279.74,-95.521,173.302,286.562,173.302,-156.927,170.573,347.969,170.573,-208.781,165.115,399.823,165.115
1350,21,95.521,199.229,-4.094,199.229,195.135,199.229,-50.49,221.062,241.531,221.062,-13.646,279.74,204.688,279.74,-95.521,173.302,286.562,173.302,-158.292,171.938,349.333,171.938,-210.146,165.115,401.188,165.115
1350,22,95.521,195.135,-4.094,195.135,195.135,195.135,-49.125,221.062,240.167,221.062,-13.646,279.74,204.688,279.74,-95.521,171.938,286.562,171.938,-158.292,170.573,349.333,170.573,-208.781,165.115,399.823,165.115
1350,23,96.885,189.677,-1.365,192.406,195.135,192.406,-46.396,219.698,240.167,219.698,-10.917,279.74,204.688,279.74,-92.792,170.573,286.562,170.573,-155.562,169.208,349.333,169.208,-206.052,165.115,399.823,165.115
1350,24,96.885,186.948,-1.365,191.042,195.135,191.042,-45.031,219.698,238.802,219.698,-10.917,279.74,204.688,279.74,-92.792,169.208,286.562,169.208,-156.927,167.844,350.698,167.844,-206.052,165.115,399.823,165.115
1350,25,98.25,181.49,1.365,188.312,195.135,188.312,-42.302,219.698,238.802,219.698,-8.188,279.74,204.688,279.74,-91.427,167.844,287.927,167.844,-154.198,167.844,350.698,167.844,-203.323,165.115,399.823,165.115
1350,26,99.615,178.76,4.094,185.583,195.135,185.583,-39.573,218.333,238.802,218.333,-5.458,278.375,204.688,278.375,-88.698,166.479,287.927,166.479,-152.833,166.479,352.062,166.479,-200.594,165.115,399.823,165.115
1350,27,99.615,169.208,4.094,180.125,195.135,180.125,-38.208,218.333,237.438,218.333,-5.458,278.375,204.688,278.375,-88.698,165.115,287.927,165.115,-152.833,165.115,352.062,165.115,-200.594,165.115,399.823,165.115
1350,28,99.615,162.385,4.094,180.125,195.135,180.125,-36.844,218.333,236.073,218.333,-5.458,278.375,204.688,278.375,-88.698,163.75,287.927,163.75,-152.833,165.115,352.062,165.115,-200.594,165.115,399.823,165.115
1350,29,99.615,154.198,4.094,176.031,195.135,176.031,-35.479,216.969,234.708,216.969,-5.458,278.375,204.688,278.375,-88.698,162.385,287.927,162.385,-152.833,165.115,352.062,165.115,-200.594,165.115,399.823,165.115
1350,30,100.979,147.375,6.823,173.302,195.135,173.302,-31.385,216.969,233.344,216.969,-2.729,278.375,204.688,278.375,-85.969,161.021,287.927,161.021,-150.104,163.75,352.062,163.75,-196.5,165.115,398.458,165.115
1350,31,100.979,139.188,5.458,169.208,196.5,169.208,-31.385,210.146,233.344,210.146,-2.729,278.375,204.688,278.375,-87.333,159.656,289.292,159.656,-146.01,165.115,347.969,165.115,-196.5,165.115,398.458,165.115
1350,32,100.979,129.635,5.458,162.385,196.5,162.385,-30.021,208.781,231.979,208.781,-2.729,278.375,204.688,278.375,-92.792,156.927,294.75,156.927,-146.01,163.75,347.969,163.75,-196.5,165.115,398.458,165.115
1350,33,102.344,121.448,9.552,150.104,195.135,150.104,-24.562,215.604,229.25,215.604,0.0,278.375,204.688,278.375,-83.24,156.927,287.927,156.927,-143.281,162.385,347.969,162.385,-193.771,165.115,398.458,165.115
1350,34,102.344,111.896,9.552,144.646,195.135,144.646,-25.927,207.417,230.615,207.417,0.0,278.375,204.688,278.375,-83.24,155.562,287.927,155.562,-143.281,161.021,347.969,161.021,-193.771,165.115,398.458,165.115
1350,35,103.708,103.708,10.917,139.188,196.5,139.188,-21.833,206.052,229.25,206.052,2.729,278.375,204.688,278.375,-80.51,154.198,287.927,154.198,-140.552,159.656,347.969,159.656,-191.042,165.115,398.458,165.115
1350,36,105.073,94.156,13.646,135.094,196.5,135.094,-19.104,206.052,229.25,206.052,115.99,208.781,204.688,278.375,-77.781,152.833,287.927,152.833,-137.823,158.292,347.969,158.292,-188.312,165.115,398.458,165.115
1350,37,106.438,85.969,12.281,133.729,200.594,133.729,-10.917,201.958,223.792,201.958,115.99,208.781,204.688,278.375,-77.781,133.729,290.656,133.729,-133.729,155.562,346.604,155.562,-185.583,165.115,398.458,165.115
1350,38,107.802,77.781,15.01,128.271,200.594,128.271,0.0,204.688,215.604,204.688,115.99,208.781,204.688,278.375,-75.052,129.635,290.656,129.635,-129.635,152.833,345.24,152.833,-181.49,165.115,397.094,165.115
1350,39,110.531,70.958,19.104,121.448,201.958,121.448,9.552,200.594,211.51,200.594,115.99,208.781,204.688,278.375,-69.594,125.542,290.656,125.542,-124.177,151.469,345.24,151.469,-176.031,165.115,397.094,165.115
1350,40,111.896,62.771,21.833,115.99,201.958,115.99,17.74,196.5,206.052,196.5,115.99,208.781,204.688,278.375,-66.865,121.448,290.656,121.448,-120.083,148.74,343.875,148.74,-173.302,165.115,397.094,165.115
1350,41,114.625,55.948,25.927,110.531,203.323,110.531,27.292,192.406,201.958,192.406,115.99,208.781,206.052,278.375,-62.771,118.719,292.021,118.719,-114.625,147.375,343.875,147.375,-167.844,166.479,397.094,166.479
1350,42,114.625,54.583,25.927,110.531,203.323,110.531,27.292,192.406,201.958,192.406,115.99,208.781,206.052,278.375,-62.771,118.719,292.021,118.719,-114.625,146.01,343.875,146.01,-167.844,166.479,397.094,166.479
1350,43,114.625,54.583,25.927,110.531,203.323,110.531,131.0,148.74,201.958,192.406,115.99,208.781,206.052,278.375,-62.771,118.719,292.021,118.719,-114.625,144.646,343.875,144.646,-167.844,166.479,397.094,166.479
1351,1,378.75,98.25,262.5,106.5,495.0,106.5,243.75,194.25,513.75,194.25,250.5,274.5,348.0,207.0,186.75,90.0,225.0,72.75,123.75,112.5,633.75,112.5,72.75,90.75,109.5,79.5
1351,2,379.5,104.25,261.0,101.25,498.0,101.25,242.25,195.75,516.75,195.75,250.5,274.5,348.0,207.0,186.75,90.75,225.0,74.25,123.75,113.25,635.25,113.25,72.75,90.75,109.5,79.5
1351,3,380.25,110.25,257.25,110.25,503.25,110.25,240.75,197.25,519.75,197.25,249.0,273.75,348.0,207.0,186.75,92.25,225.75,75.75,123.75,114.75,636.75,114.75,72.75,90.75,109.5,79.5
1351,4,380.25,122.25,258.75,114.0,501.75,114.0,239.25,198.0,521.25,198.0,250.5,274.5,348.0,207.0,186.75,106.5,225.75,78.75,123.75,115.5,636.75,115.5,72.75,90.75,109.5,79.5
1351,5,380.25,129.75,260.25,117.75,500.25,117.75,237.75,199.5,522.75,199.5,250.5,274.5,348.0,207.0,186.75,108.75,226.5,81.0,123.75,116.25,636.75,116.25,72.75,90.75,109.5,79.5
1351,6,390.0,135.75,267.0,123.0,349.5,99.75,232.5,200.25,547.5,200.25,250.5,274.5,529.5,274.5,187.5,111.75,228.0,84.75,123.0,117.0,167.25,89.25,72.75,90.75,109.5,79.5
1351,7,388.5,147.75,268.5,130.5,353.25,108.0,234.75,201.0,542.25,201.0,250.5,274.5,526.5,274.5,186.75,115.5,230.25,89.25,124.5,118.5,167.25,90.75,72.75,90.75,109.5,79.5
1351,8,386.25,158.25,271.5,138.0,354.0,114.0,231.0,205.5,541.5,205.5,250.5,274.5,522.0,274.5,188.25,108.0,231.0,93.0,124.5,120.0,167.25,92.25,72.75,90.75,109.5,79.5
1351,9,384.75,168.75,274.5,145.5,357.0,120.75,227.25,210.0,542.25,210.0,250.5,274.5,519.0,274.5,187.5,122.25,233.25,97.5,131.25,114.75,167.25,94.5,72.75,90.75,109.5,79.5
1351,10,382.5,180.0,275.25,153.0,358.5,128.25,225.0,214.5,540.0,214.5,250.5,274.5,514.5,274.5,190.5,118.5,235.5,101.25,131.25,116.25,166.5,96.75,72.75,90.75,109.5,79.5
1351,11,380.25,192.0,276.75,159.75,360.75,133.5,222.75,216.75,537.75,216.75,250.5,274.5,510.0,274.5,192.0,124.5,237.0,105.0,131.25,117.75,167.25,98.25,72.75,90.75,109.5,79.5
