Sequence_ID,Pose,L_Shoulder_Angle_max,L_Shoulder_Angle_min,L_Shoulder_Angle_avg,L_Shoulder_Angle_var,R_Shoulder_Angle_max,R_Shoulder_Angle_min,R_Shoulder_Angle_avg,R_Shoulder_Angle_var,L_Elbow_Angle_max,L_Elbow_Angle_min,L_Elbow_Angle_avg,L_Elbow_Angle_var,R_Elbow_Angle_max,R_Elbow_Angle_min,R_Elbow_Angle_avg,R_Elbow_Angle_var,L_Hip_Angle_max,L_Hip_Angle_min,L_Hip_Angle_avg,L_Hip_Angle_var,R_Hip_Angle_max,R_Hip_Angle_min,R_Hip_Angle_avg,R_Hip_Angle_var,L_Knee_Angle_max,L_Knee_Angle_min,L_Knee_Angle_avg,L_Knee_Angle_var,R_Knee_Angle_max,R_Knee_Angle_min,R_Knee_Angle_avg,R_Knee_Angle_var,Head_x_std,Head_y_std,L_Sho_x_std,L_Sho_y_std,R_Sho_x_std,R_Sho_y_std,L_Elb_x_std,L_Elb_y_std,R_Elb_x_std,R_Elb_y_std,L_Wri_x_std,L_Wri_y_std,R_Wri_x_std,R_Wri_y_std,L_Hip_x_std,L_Hip_y_std,R_Hip_x_std,R_Hip_y_std,L_Kne_x_std,L_Kne_y_std,R_Kne_x_std,R_Kne_y_std,L_Ank_x_std,L_Ank_y_std,R_Ank_x_std,R_Ank_y_std,Mid_Hip_x_std,Mid_Hip_y_std
1358,Front,0.999999999934602,0.9495541061526984,0.9999999999390702,0.01001449772296279,0.9999999999339759,0.8604382929091093,0.928039299650698,0.06445295022361106,0.9999999998502771,0.9633960345091894,0.9505373002085696,0.014791824709676724,0.9999999999165415,0.8010145846036135,0.903326755120915,0.0949423192758265,0.9993834768805843,0.5731306755604346,0.6645786379122716,0.10741918434519351,0.9999999997467713,0.582215949142773,0.9196224243765564,0.2022236296666504,0.9994418602791736,0.20883481019647965,0.4950679593370174,0.46019032021384226,0.9999999998959418,0.5264473936958103,0.9256853778394359,0.12775130276386332,0.06361809342143586,0.4672138734931223,0.039958612885028263,0.2723522444764929,0.06731404662026817,0.2667606245013938,0.08916930554875649,0.12249813903079793,0.06654782045212883,0.03706782117529636,0.021724633880377115,0.015190648723170866,0.011126020108488717,0.010680559333209426,0.13001412067641563,0.3024248255003973,0.07071484848057079,0.4559174286163171,0.10003780243787067,0.5444069834792491,0.7323695547918537,0.529610220637141,0.06469345610392617,0.012328380065426563,0.020112345242423606,0.02046106439938929,0.45663016311312643,0.18296101117419694
1359,Side,0.3102478581969624,0.20358046052152398,0.2551355895903932,0.045457428950714,,,,,0.7806557866775482,0.7262328418450539,0.7299759970526837,0.03558406307968411,0.8777332664932621,0.7149017120662713,0.7641541727794263,0.042031709226723286,0.9953760786080836,0.9016551812390251,0.9553901527669412,0.006796853366594024,,,,,0.7786046510179339,0.8395714851977534,0.7874894014732851,0.004009722604830347,,,,,0.37934378983786887,0.2611191747493534,0.0802592741434606,0.13825768826895304,0.073128571602129,0.14425611896139054,0.014629575998661886,0.07363658912298589,0.014077383024641295,0.06365241259641727,0.0,0.0,0.0,0.0,0.22896039911963909,0.1544521139078429,,,0.15659494466877014,0.12522529714991631,0.12425124959505249,0.11460498077182064,0.07707065049364147,0.014135142196350512,0.040003552523039,0.011038821495052193,0.1294222333592761,0.5624891634098993
1360,Side,0.39062193444571164,0.015240250231915331,0.16151765644232452,0.23987924716341746,,,,,0.8493786493712564,0.3471021860480998,0.4618246350078722,0.45142871063292966,0.9993323317476771,0.3365884590782125,0.46706465387661594,0.5394408708561315,0.9062885323963354,0.8221163134654398,0.8491681572515817,0.016583120810876303,,,,,0.9585116277286492,0.8729004099409535,0.875075736796779,0.009540187411071379,,,,,0.6448755440436124,0.2950431693707794,0.2037027917900927,0.2622132352950796,0.17931052024264316,0.2735895857769251,0.012113964898720039,0.046849911187121875,0.06381788371885203,0.0467023378420371,0.005732397142035586,0.01632723956735487,0.10832644421494461,0.07598309383573315,0.7464941775091964,0.22328030898727524,,,0.2892763997742487,0.1820815949099637,0.23085592808213548,0.17326849846989406,0.08929583884546093,0.03880758345298169,0.07506151464262313,0.03859676206332238,0.37870401038605417,0.7570177141048758
1361,Side,,,,,0.592961838069922,0.38011021399589195,0.3884431027452373,0.037474948641553915,0.8429405598378589,0.21199796643289287,0.0,0.18750296728303223,0.9124520112742069,0.20177552313241753,0.09489164128006128,0.22573954318214864,,,,,0.0,0.0,0.0,0.48676008879562815,,,,,0.0,0.1379111367482265,0.0,0.04128557721349904,0.7786095538594834,0.03288587693493476,0.19472496929233413,0.06529186882865273,0.17158810026033586,0.06812461364633346,0.1824517146368116,0.09707185794657637,0.13900623409319723,0.08294278157494318,0.220838764485933,0.16120950336592607,0.13036833840809225,0.16418830023447378,,,0.13529198909552795,0.0,0.23486166941398862,0.014150899172566,0.18713568978353312,0.0,0.01781529236413244,0.006229942068295837,0.014975421541951434,0.006196098037632955,0.12564567191823212,0.021011781530035772
1362,Side,0.39500359686122527,0.0027951550643687505,0.23878763788889162,0.2559785307425956,,,,,0.9860757596966498,0.38199034059595893,0.7124568678132002,0.3480770035627329,0.7674011015884326,0.3714013950303487,0.595204264830393,0.1674404162039149,0.9442046852823043,0.9173697429691909,0.9214298327061902,0.00635826348365448,,,,,0.9927441858618152,0.9230921835125584,0.9758548049809104,0.006482253218174039,,,,,0.10285491574693206,0.21407435827468008,0.12021863632016346,0.18583758339868697,0.10750026663515794,0.19390030944324954,0.012202164587199502,0.06130983860921988,0.012270388302934412,0.05350584387101749,0.008024023929612217,0.012385836306250016,0.1461703270998392,0.043410157479965586,0.1551624651048383,0.12085492654906847,,,0.03761161886277888,0.09405814100301146,0.028652515146534982,0.08244715326185992,0.11444964901500682,0.03949320439241978,0.0962056476142247,0.039278658381272334,0.09387579967651256,0.4675337144578028
1363,Side,0.29167484139090477,0.0035272194859891377,0.13179220228051766,0.16444385617877202,0.7016373959658235,0.003716519287215396,0.28322498245247935,0.5917962884091386,0.9693067823073354,0.36648449413024375,0.47763350150560707,0.3220510300474565,0.9159572691607448,0.3023462269941442,0.48433020343747535,0.523098958595237,0.6334771884607041,0.8632060281533325,0.8149376061222525,0.003233784641346114,0.9954418837691966,0.47800517521539987,0.7595980016441416,0.31979935597340664,0.8664186044899685,0.9186615526439186,0.8899524070305621,0.0012255888334498305,0.9812695108240094,0.7062896710453106,0.9079728226690763,0.050226116895609595,0.3085213283126883,0.28290613899342865,0.10693776337981127,0.2424995817218556,0.2353662432508925,0.1963353120121337,0.04624793258520586,0.03143974080977093,0.17220932119793675,0.09271243805179477,0.0030225662954558065,0.0025272084594191147,0.104348273761068,0.12971814311644406,0.4247777366482447,0.12954061415997903,0.3704438518782771,0.37796584077979994,0.2565971030522203,0.08085961192769077,0.2045993128116268,0.06882909907081323,0.0581176934095813,0.005572103662414356,0.5497309298894945,0.015411213073827713,0.30424612718616095,0.5119534943679948
1364,Side,,,,,0.34807870062405394,0.19287453542273006,0.22391362911192467,0.059704025393303155,0.9880221588579094,0.1884850025299641,0.40503762078423106,0.7167070744185589,0.9933233182278982,0.5963855421308569,0.632963019470114,0.21342590926483196,,,,,0.7156242084792042,0.8348623852556369,0.8214188091617326,0.008211780012037916,,,,,0.9202913630676076,0.898442008020873,0.8955777190000681,0.0032572652324859186,0.23731682160505568,0.2583496516880244,0.08383851620024715,0.22691912034981496,0.07620731484836092,0.23676420479502414,0.06399604591009794,0.6669318471723185,0.056817875672147564,0.13437737143968945,0.042080035277677695,0.043578552683052656,0.024841219756299562,0.044383788438747906,,,0.2669627855353052,0.2259359189186912,0.13182722140573772,0.10060193976825131,0.10435129316773115,0.0891989515639124,0.06209970179537264,0.019430480712231798,0.1173003744114904,0.03499116662759105,0.2265027204482931,0.5370416577795517
1365,Side,,,,,0.36247193976215025,0.13007817505253888,0.21512573923490338,0.06402947460723336,0.9896691119943601,0.17475851549474083,0.50279373079993,0.45591405428085224,0.9942413619600867,0.5635383639465099,0.6588750319734228,0.18209021435287995,,,,,0.9794884778476858,0.935701403517941,0.960549952312097,0.004177481273691062,,,,,0.9991675337149669,0.9857664934932509,0.9914612569470743,0.0006410051869040533,0.21434524304590458,0.23339576718464455,0.12067731810580654,0.19495368631957083,0.10668093482164387,0.2514562176389855,0.05320925992773916,0.7801359237124397,0.0436010791454866,0.08889369497959249,0.007800701440726385,0.007534679878098246,0.004605008942213534,0.00767390418161491,,,0.3706398310101366,0.2643591826013909,0.13941172480876193,0.11224578797108563,0.20690556645633315,0.10574719324716043,0.09120308291475053,0.010513793885745951,0.046318050643971764,0.03569083380488014,0.3059171471066065,0.624799071909093
1366,Side,0.132496239609411,0.004259283907609525,0.05075102508015662,0.062206829679021185,,,,,0.8546189548054172,0.34411540414691694,0.42185359891452273,0.3729715880923882,0.8423468535434531,0.26810399491007586,0.42938141665801444,0.4909733084946049,0.9901356347132753,0.9627745217387277,0.9616892807661803,0.002397962630419687,,,,,0.7674418603223364,0.8596085173350343,0.8063788227394468,0.004620862428976257,,,,,0.2558697954844001,0.3797166675279871,0.10488203628743975,0.3650258876635839,0.09430824077555458,0.3808628549636308,0.09382790963412851,0.05060072795074368,0.05117612732897202,0.13566261446136446,0.019830180972711175,0.037030383652512176,0.026382845630388563,0.09346655857842774,0.28047760861395116,0.1726860545889066,,,0.22201290450359143,0.13471734501847527,0.1768121788517296,0.12439874047946475,0.06411951417047929,0.017710548717263328,0.03744795577581442,0.015966008650878223,0.1542366552703736,0.6140235970827858
1367,Side,0.2263422928372021,0.0019299880206355656,0.10441508920095716,0.13073133770790726,,,,,0.7796077255907161,0.4328927300182453,0.4939434446042174,0.2281679293396689,0.7539642796900381,0.24032973999744262,0.4768184128744763,0.28219954965633154,0.8930332919565249,0.9514394280317227,0.9351679029552782,0.0005299583368131761,,,,,0.9985116277212069,0.9693162279480678,0.9781422975029895,0.0015580613748653652,,,,,0.2860124895042252,0.267548319179714,0.11066695862789752,0.2932817779389251,0.09928423577759436,0.3060060643084415,0.023175874057715054,0.10777458713393673,0.06463718635822954,0.13723266762295588,0.006300917307379569,0.020852097707876237,0.046893688685534014,0.10759408837273744,0.5420046791268246,0.16744179803826584,,,0.253566837743485,0.1513561256367773,0.17802995488601567,0.12691022598851542,0.2289311173504813,0.026468462292676576,0.1374653490822633,0.03457590240114169,0.2802070471565316,0.5992017987617423
1368,Side,0.9111241906408263,0.12278716889905582,0.4138997262761717,0.7531314565338441,0.22798098506351636,0.00147379213113714,0.07560523804516762,0.09794760214988532,0.6918700403216244,0.054461108283270145,0.19795490789803877,0.7672906456611056,0.8232348522097116,0.28325935318432094,0.3747439109196947,0.4469761293956506,0.009864364978463302,0.6987183615187273,0.581855700342034,0.007873257331873374,0.74879716364933,0.8419979611979928,0.8463978101386496,0.0051382536303748285,0.6857674417328807,0.5546224044071801,0.5111641049504015,0.1818830080517014,0.8848074921035581,0.8287491183670738,0.8384207690867898,0.008041324329652991,0.36737439898372326,0.3363554453844194,0.17327664316827623,0.36249448698476877,0.15313897383922204,0.37822162725301167,0.3654970778073299,0.25767225748941724,0.05148597051984354,0.07494848159649185,0.34895999131152117,0.18158936605749634,0.009378605797682921,0.02411642731593291,0.5997260585133558,0.1960674415302235,0.40545408844945086,0.26348100377561184,0.5568462887051576,0.07153318935371385,0.08283082177177292,0.08327928273202789,0.666241750979742,0.08829612843914102,0.0846315067099038,0.023437470251332602,0.4926893780966108,0.5283566113272888
1369,Side,0.237590739635237,0.004392386529722322,0.06529850600722842,0.10776399656290013,0.7841014128625313,0.11944124054085344,0.3840552494239702,0.43951814663909305,0.7402305733283082,0.3333121504617875,0.3159743334904412,0.3280828487830868,0.7599732932098171,0.11889663918079287,0.25192035851073247,0.6235571431815016,0.8187422932124716,0.8944419397891129,0.8825608256159949,0.004137114310917047,0.47505697632943644,0.718340782504639,0.693699222754373,0.01399304592000992,0.990325581211102,0.923356698788298,0.9447702028334756,0.005803710618845812,0.9643080123866484,0.8797204590062371,0.91291209334701,0.008800216090120076,0.17630643927553666,0.19225208839066746,0.09125562650927044,0.17908698549198276,0.08258726286756923,0.1868568309439152,0.03394270594467129,0.04530611661121614,0.1574702211231346,0.1627172747953355,0.0,0.0,0.10345302911780557,0.13721583920623132,0.15367079191917288,0.09813393487287302,0.34293959112299227,0.17912658034400344,0.0489678819538492,0.06435234188690163,0.16319430041440638,0.039045291149602736,0.0766290536405399,0.008370767892331831,0.07886730400613871,0.05426140088864521,0.1797224849157683,0.4146344389858809
1370,Side,0.47119220453396166,0.12491681085286059,0.2809261321736125,0.21852673659484015,0.32523438529478177,0.002242727156078256,0.16831066275151774,0.14829190478787987,0.8297649347462547,0.2384341636859155,0.5355744165159976,0.3997060313709456,0.9051076614166994,0.45814838297665517,0.6297071799526637,0.26634521049247284,0.5752157828066535,0.6559541443513908,0.7011647486338537,0.03592252406053605,0.9989870850850883,0.9634595780629296,0.9941388396803915,0.002440373615112274,0.8517209300740984,0.818344134319644,0.8475364498710704,0.015763845234377672,0.997814776170883,0.979034429635248,0.987126819918749,0.0012354090590102067,0.2747241922256573,0.1827635598155402,0.13564011064926518,0.16883498765114147,0.12076529850067173,0.17616004121281986,0.008529268306355994,0.18138864505416732,0.007200296415766862,0.047828530347871996,0.00967852300129078,0.025837570780026593,0.005713548365749679,0.026314992230520872,0.53032310715464,0.16708694681158962,0.2752016681699954,0.2018471764953325,0.15505641796077338,0.07799323103552487,0.13026153322033987,0.07708610399022865,0.18439823063859961,0.012979364312590468,0.13540896212751277,0.01658439855309124,0.15276757578693853,0.3726619012052356
1371,Side,0.45981296184292636,0.14847597496682577,0.2617885190764498,0.17086476046752838,0.40670804170033614,0.08605664487465996,0.2412324258508859,0.13161331787038413,0.8477316962348062,0.31297661411330857,0.37546899760659547,0.4706720211133041,0.9951594056922751,0.5597336714927246,0.6959630187329248,0.23036676467102013,0.4324907520245097,0.6940812777294981,0.5906111769280054,0.02334511153381528,0.8184350466400523,0.8310201520559067,0.8571776458897489,0.011824845068371335,0.9393488370345399,0.7980425869066232,0.6948598029403347,0.029015148084788073,0.9777315295548669,0.8997884207924737,0.9164584276114769,0.0031651411040721483,0.39496060859019794,0.35774559797141664,0.2405191399922435,0.19832324672612042,0.15363412357076722,0.3218565180959843,0.11932622121402982,0.4696644320072174,0.024832566700529968,0.07790058880689425,0.10644986575594545,0.43067963517802726,0.01374653736966112,0.042933323653239513,0.42286722575434577,0.20212688779187707,0.3009168709886725,0.29775993939828466,0.35852096211108875,0.1375967291916143,0.13118715304475734,0.1585654352251129,0.2932515006274935,0.05171239716255443,0.17667442659946853,0.03317476081316058,0.23225761711461532,0.6985078921814899
1372,Side,0.3045582368514447,0.016571276453043307,0.1668136367411795,0.15719265574760516,0.5827941370274136,0.115019864147442,0.2868022767944614,0.2365501792975868,0.7927833506823202,0.3374428062825723,0.4528626515771493,0.3363336307700573,0.9148723083863403,0.17603043752846986,0.3195811548883581,0.4971545928363945,0.02712700369077452,0.7428350614579226,0.615094042672581,0.0025329608559290897,0.9685996452345909,0.6538853602561056,0.6163692721245988,0.07707204533514986,0.3373023255186413,0.7065203015006931,0.5310681366000635,0.003102173182598881,0.7805411029364682,0.7344361094611506,0.7184622824728585,0.015992967219637066,0.3003270620473345,0.2558557182539162,0.06385992625716828,0.23095489638737385,0.13657068910943923,0.1564615741197345,0.04776148430582967,0.03390422358783212,0.09567543115228846,0.2534833781865888,0.0058593398726199805,0.012880762182382717,0.0614421243215545,0.3056193696206541,0.35839702416789126,0.11301136753842743,0.4196276326208691,0.21775406168272057,0.06221496389301239,0.06458605647681621,0.07122959622092283,0.029040666430755303,0.04208138003851066,0.008140783594432646,0.03562655316799485,0.0,0.26570553300220057,0.4791219240687657
1373,Side,0.1445294617654483,0.003993078663383929,0.034031458221648256,0.057922956644548065,,,,,0.9348704894542792,0.3699161158890496,0.389258602630399,0.2820414151795982,0.741612418566048,0.19017121114837215,0.22327439788771106,0.5756631116357412,0.9491368677715359,0.8450441166455178,0.8640127811058809,0.019653306149189885,,,,,0.9726511626097393,0.9070228805113726,0.9213298080877543,0.010324088446289426,,,,,0.043330858235336084,0.1012023325847976,0.0313067215945333,0.05241869319485661,0.13355194546932672,0.011840113376926989,0.04026302004244221,0.013243925751498773,0.12498039182198828,0.06328584297340999,0.004940824975504796,0.013184028597400851,0.00532632491857214,0.004557638137545116,0.04853396605078916,0.05015944060178971,,,0.0316662164139472,0.03792311969012397,0.023875602532559232,0.02452783832214656,0.006103771495518436,0.0,0.00967471328724356,0.007444075228464852,0.04251578640626023,0.2677276552384644
